display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,NAICS,naics_title,Year,group_by_sort,wages
0,0,Total Agbiosciences,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2019,0.0,52222.81762508199
0,0,Total Agbiosciences,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2020,0.0,56355.42447154611
0,0,Total Agbiosciences,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2021,0.0,56761.27501135328
0,0,Total Agbiosciences,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2022,0.0,58848.444697566476
0,0,Total Agbiosciences,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2023,0.0,59979.20700911979
0,0,Total Agbiosciences,,,00,000,45460,Terre Haute MSA,000000,,2019,0.0,58735.18540942026
0,0,Total Agbiosciences,,,00,000,45460,Terre Haute MSA,000000,,2020,0.0,59809.72755474178
0,0,Total Agbiosciences,,,00,000,45460,Terre Haute MSA,000000,,2021,0.0,61999.01475453928
0,0,Total Agbiosciences,,,00,000,45460,Terre Haute MSA,000000,,2022,0.0,65857.40589082612
0,0,Total Agbiosciences,,,00,000,45460,Terre Haute MSA,000000,,2023,0.0,66579.53193164157
0,0,Total Agbiosciences,,,18,000,00000,Indiana,000000,,2019,0.0,59450.23286481736
0,0,Total Agbiosciences,,,18,000,00000,Indiana,000000,,2020,0.0,63510.47421199445
0,0,Total Agbiosciences,,,18,000,00000,Indiana,000000,,2021,0.0,65271.15225576502
0,0,Total Agbiosciences,,,18,000,00000,Indiana,000000,,2022,0.0,69230.3071506149
0,0,Total Agbiosciences,,,18,000,00000,Indiana,000000,,2023,0.0,72663.68731394253
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2019,1.0,48219.94108024263
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2020,1.0,50444.588249939625
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2021,1.0,53354.100932833215
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2022,1.0,57267.580128789836
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2023,1.0,59344.23688310711
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2019,1.0,37856.300014281216
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2020,1.0,43999.52673208894
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2021,1.0,45030.79934393772
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2022,1.0,48516.42474854189
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2023,1.0,48147.50999876758
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2019,1.0,73669.30686228999
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2020,1.0,76803.1897977008
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2021,1.0,75104.27976437492
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2022,1.0,84001.65176818267
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2023,1.0,88355.51079627677
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2019,1.0,37979.444883449716
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2020,1.0,43770.82174329152
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2021,1.0,50104.1518683112
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2022,1.0,57820.921219448945
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2023,1.0,60331.17720705035
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2019,1.0,52557.751086703385
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2020,1.0,53124.71714042257
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2021,1.0,63055.585994053705
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2022,1.0,58559.56283249428
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2023,1.0,58905.17894892835
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2019,1.0,41836.691506077004
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2020,1.0,45265.4325891829
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2021,1.0,47346.04975012408
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2022,1.0,52599.22252962236
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2023,1.0,54316.46825867603
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2019,1.0,75072.70239692224
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2020,1.0,82212.13746803396
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2021,1.0,87243.93183813337
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2022,1.0,81241.96129335427
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2023,1.0,75763.49488857458
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2019,1.0,43470.95530556228
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2020,1.0,45178.848766696865
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2021,1.0,47516.1961896115
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2022,1.0,54070.281663665766
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2023,1.0,54140.358729848194
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2019,1.0,66646.10255015954
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2020,1.0,70211.09860727911
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2021,1.0,70146.90100014956
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2022,1.0,75080.51286559773
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2023,1.0,78862.42924576128
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2019,1.0,50224.351929202174
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2020,1.0,49021.481155493435
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2021,1.0,54218.15697151664
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2022,1.0,58877.79935878358
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2023,1.0,67706.62252849006
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2019,1.0,73150.4140022106
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2020,1.0,74433.24328378357
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2021,1.0,74581.23168760612
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2022,1.0,79005.86830577995
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2023,1.0,88968.94515628424
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2019,1.0,33754.07936955298
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2020,1.0,38152.503602764285
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2021,1.0,43985.888325909524
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2022,1.0,50163.268632025996
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2023,1.0,52362.20477682403
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2019,1.0,44652.84764126341
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2020,1.0,45592.7114411278
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2021,1.0,50978.73727951471
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2022,1.0,50965.83304590977
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2023,1.0,52092.16070675636
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2019,1.0,45693.038399320314
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2020,1.0,50292.06033307794
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2021,1.0,54418.989285151605
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2022,1.0,58546.59468585756
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2023,1.0,59669.65435870918
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2019,1.0,41296.843197157556
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2020,1.0,44137.51094786873
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2021,1.0,45637.54923113841
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2022,1.0,48322.91463591886
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2023,1.0,49790.71057167115
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2019,1.0,48112.36646353598
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2020,1.0,52343.49875092011
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2021,1.0,57684.514764137784
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2022,1.0,62120.4417672227
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2023,1.0,59940.730658068955
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2019,1.0,55201.95211050396
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2020,1.0,58065.82349995314
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2021,1.0,59516.64794850367
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2022,1.0,64086.8791655969
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2023,1.0,67530.19354620506
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2019,1.0,65252.4191660876
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2020,1.0,69444.97257216921
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2021,1.0,72398.10588756762
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2022,1.0,75454.93449184496
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2023,1.0,77594.2437754696
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2019,1.0,45999.55285380122
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2020,1.0,51451.85571892702
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2021,1.0,52383.96176154394
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2022,1.0,54927.35139213193
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2023,1.0,57703.331554678414
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2019,1.0,78848.71725317347
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2020,1.0,84988.38265873461
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2021,1.0,88939.35542903596
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2022,1.0,90487.17661169457
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2023,1.0,92745.47890435651
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2019,1.0,71962.34379192945
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2020,1.0,78105.04169260207
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2021,1.0,80250.35555589125
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2022,1.0,83760.58108004043
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2023,1.0,86357.04880072472
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2019,1.0,54511.99189557057
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2020,1.0,58669.49235809734
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2021,1.0,63372.24077273612
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2022,1.0,66291.53884791619
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2023,1.0,74992.45620012376
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2019,1.0,54036.21720830032
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2020,1.0,59398.11157831082
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2021,1.0,64120.620859432216
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2022,1.0,68766.87318550542
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2023,1.0,70467.16055022222
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2019,1.0,73822.94536560298
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2020,1.0,73294.37549932866
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2021,1.0,75941.75284038852
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2022,1.0,79261.51704086062
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2023,1.0,84990.33312961327
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2019,1.0,54859.22618476639
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2020,1.0,57798.2757726066
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2021,1.0,60202.57667027269
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2022,1.0,60673.17701793766
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2023,1.0,63694.635921706984
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2019,1.0,62989.4834211159
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2020,1.0,68910.16622518931
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2021,1.0,68839.43094053381
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2022,1.0,72252.01537580651
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2023,1.0,75679.1678072412
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2019,1.0,51872.07455991086
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2020,1.0,52843.55320571104
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2021,1.0,50168.88597740886
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2022,1.0,79672.07237583198
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2023,1.0,75357.17978614758
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2019,1.0,55258.323585572536
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2020,1.0,60826.12991063167
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2021,1.0,60156.494275596655
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2022,1.0,61484.96997749046
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2023,1.0,61760.75033786072
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2019,1.0,82474.90058101714
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2020,1.0,87165.24674365186
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2021,1.0,86702.94550702472
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2022,1.0,89027.38272635442
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2023,1.0,89275.74097630913
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2019,1.0,55729.15330389169
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2020,1.0,59555.0837439931
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2021,1.0,61187.545659586525
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2022,1.0,62160.32797088904
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2023,1.0,65083.02098199318
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2019,1.0,42915.74728548994
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2020,1.0,51355.054243386316
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2021,1.0,47213.62456782782
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2022,1.0,51483.619967855586
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2023,1.0,52794.85486352183
1,2,Value-Added Food and Nutrition,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2019,1.0,53179.42493147565
