statefips,countyfips,metrofips,display_level,geo_area,year,initiative,naics_title,naics_code,jobs
00,000,14020,2,Bloomington MSA,2023,Advanced & Traded Industries,Computer Systems Design and Related Services,5415,439.10484308713
00,000,14020,3,Bloomington MSA,2023,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,264.963160035
00,000,14020,3,Bloomington MSA,2023,AgriNovus,Wineries,312130,225.22927051
00,000,14020,3,Bloomington MSA,2023,AgriNovus,General Line Grocery Merchant Wholesalers,424410,181.426044514
00,000,14020,3,Bloomington MSA,2023,AgriNovus,Breweries,312120,92.5239581696
00,000,14020,3,Bloomington MSA,2023,AgriNovus,Sawmills,321113,85.2272027428
00,000,14020,3,Bloomington MSA,2023,AgriNovus,Crop Production,111000,61.845741878
00,000,14020,3,Bloomington MSA,2023,AgriNovus,Pharmaceutical Preparation Manufacturing,325412,57.3119950692
00,000,14020,3,Bloomington MSA,2023,AgriNovus,Retail Bakeries,311811,41.3970203967
00,000,14020,3,Bloomington MSA,2023,AgriNovus,Confectionery Merchant Wholesalers,424450,39.9167922487
00,000,14020,3,Bloomington MSA,2023,AgriNovus,Fresh Fruit and Vegetable Merchant Wholesalers,424480,34.1769469031
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,Surgical and Medical Instrument Manufacturing,339112,5677.99776981
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,2865.59975346
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,400.364858101218
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,145.86606852888602
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,75.8766108512
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,Biological Product (except Diagnostic) Manufacturing,325414,72.3591470449
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,34.1152311478
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,26.2238099566248
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,Analytical Laboratory Instrument Manufacturing,334516,11.5381282476
00,000,14020,2,Bloomington MSA,2023,BioCrossroads,Electromedical and Electrotherapeutic Apparatus Manufacturing,334510,10.9574520078
00,000,14020,3,Bloomington MSA,2023,Conexus,Medical Equipment and Supplies Manufacturing,3391,5753.8743806612
00,000,14020,3,Bloomington MSA,2023,Conexus,Pharmaceutical and Medicine Manufacturing,3254,2937.9589005049
00,000,14020,3,Bloomington MSA,2023,Conexus,Plastics Product Manufacturing,3261,775.459888395
00,000,14020,3,Bloomington MSA,2023,Conexus,Grocery and Related Product Merchant Wholesalers,4244,520.4829437008
00,000,14020,3,Bloomington MSA,2023,Conexus,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,444.697731535528
00,000,14020,3,Bloomington MSA,2023,Conexus,Beverage Manufacturing,3121,317.7532286796
00,000,14020,3,Bloomington MSA,2023,Conexus,Specialized Freight Trucking,4842,310.4619845183
00,000,14020,3,Bloomington MSA,2023,Conexus,Other Nonmetallic Mineral Product Manufacturing,3279,265.223789418
00,000,14020,3,Bloomington MSA,2023,Conexus,Other Miscellaneous Manufacturing,3399,262.540937527
00,000,14020,3,Bloomington MSA,2023,Conexus,Miscellaneous Durable Goods Merchant Wholesalers,4239,236.48015663754
00,000,14020,2,Bloomington MSA,2023,TechPoint,Custom Computer Programming Services,541511,277.990749821
00,000,14020,2,Bloomington MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,254.017908442
00,000,14020,2,Bloomington MSA,2023,TechPoint,Computer Systems Design Services,541512,157.843613219
00,000,14020,2,Bloomington MSA,2023,TechPoint,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,130.306219451
00,000,14020,2,Bloomington MSA,2023,TechPoint,Book Publishers,513130,110.702599689
00,000,14020,2,Bloomington MSA,2023,TechPoint,Software Publishers,513210,50.8333333333
00,000,14020,2,Bloomington MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,41.7306892211
00,000,14020,2,Bloomington MSA,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,31.2376188347
00,000,14020,2,Bloomington MSA,2023,TechPoint,Semiconductor and Related Device Manufacturing,334413,22.3610537532
00,000,14020,2,Bloomington MSA,2023,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,21.7334214827
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Management, Scientific, and Technical Consulting Services",5416,79800.24326082
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Management of Companies and Enterprises,5511,67228.8960354391
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Depository Credit Intermediation,5221,63015.42332823
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Computer Systems Design and Related Services,5415,62684.14030143
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Warehousing and Storage,4931,58945.9001959702
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,56227.81906889
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,General Freight Trucking,4841,50247.7011241
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,39975.32577830501
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Insurance Carriers,5241,37040.965611614
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Grocery and Related Product Merchant Wholesalers,4244,35492.55877527901
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,11809.0140487
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Commercial Bakeries,311812,10637.7370663
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Meat Processed from Carcasses,311612,10463.3610641
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,General Line Grocery Merchant Wholesalers,424410,7120.56212809
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Meat and Meat Product Merchant Wholesalers,424470,5389.42462614
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Nonchocolate Confectionery Manufacturing,311340,5156.69581419
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,424820,4436.70363882
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,All Other Miscellaneous Food Manufacturing,311999,4049.5372605
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Perishable Prepared Food Manufacturing,311991,3988.03908575
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Crop Production,111000,3926.63193236
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,18315.9454561
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,11083.595766849
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,10279.845129992398
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,9847.2813853283
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Medical Laboratories,621511,5827.93420707
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Surgical and Medical Instrument Manufacturing,339112,5597.12211408
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,3098.00452336
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Medicinal and Botanical Manufacturing,325411,2508.97448684
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Wet Corn Milling and Starch Manufacturing,311221,1483.08680156
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Dental Equipment and Supplies Manufacturing,339114,1478.03539546
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,Warehousing and Storage,4931,58945.9001959702
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,General Freight Trucking,4841,50247.7011241
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,Grocery and Related Product Merchant Wholesalers,4244,35492.558775279
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,Couriers and Express Delivery Services,4921,34458.2762226
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,Plastics Product Manufacturing,3261,30156.601831084
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,28724.653847029997
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,27689.966832772996
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,Pharmaceutical and Medicine Manufacturing,3254,21100.4105945644
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,Freight Transportation Arrangement,4885,20588.080882
00,000,16980,3,Chicago-Naperville-Elgin MSA,2023,Conexus,Bakeries and Tortilla Manufacturing,3118,18387.660809981
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,Custom Computer Programming Services,541511,30594.9399154
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,Computer Systems Design Services,541512,27484.0048417
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,11298.3933677
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,Software Publishers,513210,9715.83732646
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,9174.9097167
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,8724.15210996
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,Periodical Publishers,513120,4206.11066224
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,3645.58274411
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,Other Computer Related Services,541519,3502.13881479
00,000,16980,2,Chicago-Naperville-Elgin MSA,2023,TechPoint,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",334511,3074.65639011
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,Management of Companies and Enterprises,5511,38827.134758833905
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,Warehousing and Storage,4931,21021.612958846872
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,Insurance Carriers,5241,16106.687043871
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,Depository Credit Intermediation,5221,15658.3947388
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,Computer Systems Design and Related Services,5415,13191.028633641004
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,Aerospace Product and Parts Manufacturing,3364,11316.628886257924
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,Couriers and Express Delivery Services,4921,11304.0206192
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,10843.2693511895
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,Motor Vehicle Parts Manufacturing,3363,9490.169957722
00,000,17140,2,Cincinnati MSA,2023,Advanced & Traded Industries,"Management, Scientific, and Technical Consulting Services",5416,9213.515458119
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,Meat Processed from Carcasses,311612,2571.47946268
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,General Line Grocery Merchant Wholesalers,424410,1920.77200738
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,Flavoring Syrup and Concentrate Manufacturing,311930,1892.49725856
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,Breweries,312120,1814.22616105
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,Perishable Prepared Food Manufacturing,311991,1743.88230783
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,1694.03722189
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,Packaged Frozen Food Merchant Wholesalers,424420,1441.79953609
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,Beer and Ale Merchant Wholesalers,424810,1250.80926978
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,Commercial Bakeries,311812,1208.38562442
00,000,17140,3,Cincinnati MSA,2023,AgriNovus,Soft Drink Manufacturing,312111,1072.41957432
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,3204.5756063904005
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,Medical Laboratories,621511,2469.63545331
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,2368.63012127947
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,2183.41560689
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,1563.37168578798
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,623.583115493
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,Electromedical and Electrotherapeutic Apparatus Manufacturing,334510,417.070644009
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,408.084637881
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,Surgical and Medical Instrument Manufacturing,339112,363.542085854
00,000,17140,2,Cincinnati MSA,2023,BioCrossroads,Analytical Laboratory Instrument Manufacturing,334516,342.495013532
00,000,17140,3,Cincinnati MSA,2023,Conexus,Warehousing and Storage,4931,21021.612958846872
00,000,17140,3,Cincinnati MSA,2023,Conexus,Aerospace Product and Parts Manufacturing,3364,11316.628886257924
00,000,17140,3,Cincinnati MSA,2023,Conexus,Couriers and Express Delivery Services,4921,11304.0206192
00,000,17140,3,Cincinnati MSA,2023,Conexus,Motor Vehicle Parts Manufacturing,3363,9490.169957722
00,000,17140,3,Cincinnati MSA,2023,Conexus,General Freight Trucking,4841,7972.28061047
00,000,17140,3,Cincinnati MSA,2023,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,7817.161402188
00,000,17140,3,Cincinnati MSA,2023,Conexus,Grocery and Related Product Merchant Wholesalers,4244,6741.96216006508
00,000,17140,3,Cincinnati MSA,2023,Conexus,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,6000.989881968599
00,000,17140,3,Cincinnati MSA,2023,Conexus,Other Food Manufacturing,3119,5819.7953319508
00,000,17140,3,Cincinnati MSA,2023,Conexus,Plastics Product Manufacturing,3261,5743.40561606388
00,000,17140,2,Cincinnati MSA,2023,TechPoint,Custom Computer Programming Services,541511,6343.1579184
00,000,17140,2,Cincinnati MSA,2023,TechPoint,Computer Systems Design Services,541512,5442.05575491
00,000,17140,2,Cincinnati MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,2988.73756982
00,000,17140,2,Cincinnati MSA,2023,TechPoint,Software Publishers,513210,2885.00513033
00,000,17140,2,Cincinnati MSA,2023,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,1751.13179738
00,000,17140,2,Cincinnati MSA,2023,TechPoint,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",334511,1092.23375241
00,000,17140,2,Cincinnati MSA,2023,TechPoint,Other Computer Related Services,541519,1002.37248044
00,000,17140,2,Cincinnati MSA,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,852.124331335
00,000,17140,2,Cincinnati MSA,2023,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,616.852253944
00,000,17140,2,Cincinnati MSA,2023,TechPoint,Newspaper Publishers,513110,597.868427768
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,7468.3272331703
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,Motor Vehicle Parts Manufacturing,3363,4301.607636264723
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,Other General Purpose Machinery Manufacturing,3339,1852.5004972133
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",3327,904.66666664248
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,Plastics Product Manufacturing,3261,729.4999996910999
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,Management of Companies and Enterprises,5511,729.285320039702
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,664.1476320171361
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,632.444692492433
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3371,558.293003302
00,000,18020,2,Columbus MSA,2023,Advanced & Traded Industries,Computer Systems Design and Related Services,5415,493.57596132322
00,000,18020,3,Columbus MSA,2023,AgriNovus,Meat Processed from Carcasses,311612,480.757961416
00,000,18020,3,Columbus MSA,2023,AgriNovus,Breweries,312120,53.486217438
00,000,18020,3,Columbus MSA,2023,AgriNovus,Crop Production,111000,52.4146536206
00,000,18020,3,Columbus MSA,2023,AgriNovus,Spice and Extract Manufacturing,311942,45.3572856548
00,000,18020,3,Columbus MSA,2023,AgriNovus,General Line Grocery Merchant Wholesalers,424410,27.6136973248
00,000,18020,3,Columbus MSA,2023,AgriNovus,Grain and Field Bean Merchant Wholesalers,424510,24.105032523
00,000,18020,3,Columbus MSA,2023,AgriNovus,Ice Cream and Frozen Dessert Manufacturing,311520,23.9566410485
00,000,18020,3,Columbus MSA,2023,AgriNovus,Fluid Milk Manufacturing,311511,23.678963905
00,000,18020,3,Columbus MSA,2023,AgriNovus,Farm Supplies Merchant Wholesalers,424910,21.3640294853
00,000,18020,3,Columbus MSA,2023,AgriNovus,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,20.2981841512
00,000,18020,2,Columbus MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,229.270982988
00,000,18020,2,Columbus MSA,2023,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,145.694162818
00,000,18020,2,Columbus MSA,2023,BioCrossroads,Testing Laboratories and Services,541380,40.822905921668
00,000,18020,2,Columbus MSA,2023,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,18.0312408855932
00,000,18020,2,Columbus MSA,2023,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,15.3269917756281
00,000,18020,2,Columbus MSA,2023,BioCrossroads,Medical Laboratories,621511,9.22606245755
00,000,18020,2,Columbus MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,7.192068354365619
00,000,18020,2,Columbus MSA,2023,BioCrossroads,Pesticide and Other Agricultural Chemical Manufacturing,325320,2.90331968071
00,000,18020,2,Columbus MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,1.2537523032357
00,000,18020,2,Columbus MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,1.15531134273
00,000,18020,3,Columbus MSA,2023,Conexus,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,7443.33104839
00,000,18020,3,Columbus MSA,2023,Conexus,Motor Vehicle Parts Manufacturing,3363,4301.607636264723
00,000,18020,3,Columbus MSA,2023,Conexus,Other General Purpose Machinery Manufacturing,3339,1729.5653016643
00,000,18020,3,Columbus MSA,2023,Conexus,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",3327,904.66666664248
00,000,18020,3,Columbus MSA,2023,Conexus,Plastics Product Manufacturing,3261,729.4999996910999
00,000,18020,3,Columbus MSA,2023,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,664.1476320171361
00,000,18020,3,Columbus MSA,2023,Conexus,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3371,558.293003302
00,000,18020,3,Columbus MSA,2023,Conexus,Animal Slaughtering and Processing,3116,481.80091354672
00,000,18020,3,Columbus MSA,2023,Conexus,Converted Paper Product Manufacturing,3222,448.4124578673
00,000,18020,3,Columbus MSA,2023,Conexus,General Freight Trucking,4841,437.1484318623
00,000,18020,2,Columbus MSA,2023,TechPoint,Custom Computer Programming Services,541511,379.166811197
