statefips,countyfips,metrofips,geo_area,year,initiative,naics_title,naics_code,jobs,grp,gdp_per_job
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Textile Furnishings Mills,3141,0,45206.5150598,Inf
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Apparel Knitting Mills,3151,0,1544.05624134,Inf
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Apparel Accessories and Other Apparel Manufacturing,3159,0,9111.3432579,Inf
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Other Leather and Allied Product Manufacturing,3169,0,1470835.22607,Inf
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Converted Paper Product Manufacturing,3222,0,177294.280151,Inf
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Petroleum and Coal Products Manufacturing,3241,0,88257.5717429,Inf
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Basic Chemical Manufacturing,3251,0,1095979.30506,Inf
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",3252,0,291862.926504,Inf
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",3253,0,779965.224525,Inf
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,"Paint, Coating, and Adhesive Manufacturing",3255,0,304255.550301,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Shellfish Fishing,114112,0,81062.66262,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Support Activities for Forestry,115310,0,423282.331896,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Farm Product Warehousing and Storage,493130,0,15116.4078944,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Coffee and Tea Manufacturing,311920,0,571900.641471,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Spice and Extract Manufacturing,311942,0,244764.806076,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Perishable Prepared Food Manufacturing,311991,0,820274.054073,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Ice Manufacturing,312113,0,47775.4291298,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Distilleries,312140,0,154214.494202,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Packaged Frozen Food Merchant Wholesalers,424420,0,97792.3234378,Inf
00,000,14020,Bloomington MSA,2023,AgriNovus,Dairy Product (except Dried or Canned) Merchant Wholesalers,424430,0,124058.506519,Inf
00,000,14020,Bloomington MSA,2023,BioCrossroads,Fertilizer (Mixing Only) Manufacturing,325314,0,323920.21146,Inf
00,000,14020,Bloomington MSA,2023,BioCrossroads,Pesticide and Other Agricultural Chemical Manufacturing,325320,0,456045.013065,Inf
00,000,14020,Bloomington MSA,2023,BioCrossroads,Research and Development in Nanotechnology,541713,0,126018.29381771998,Inf
00,000,14020,Bloomington MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,26.2238099566248,58503938.40024,2230947.314559089
00,000,14020,Bloomington MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,2865.59975346,1378221272.21,480953.8633390443
00,000,14020,Bloomington MSA,2023,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,5.241553244244679,2196880.12230776,419127.6936316491
00,000,14020,Bloomington MSA,2023,BioCrossroads,Biological Product (except Diagnostic) Manufacturing,325414,72.3591470449,29786978.9764,411654.6448221219
00,000,14020,Bloomington MSA,2023,BioCrossroads,Electromedical and Electrotherapeutic Apparatus Manufacturing,334510,10.9574520078,4028966.51089,367691.9148741882
00,000,14020,Bloomington MSA,2023,BioCrossroads,Analytical Laboratory Instrument Manufacturing,334516,11.5381282476,3433229.81066,297555.17853375676
00,000,14020,Bloomington MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,34.1152311478,8058175.80539,236204.6374676154
00,000,14020,Bloomington MSA,2023,Conexus,Basic Chemical Manufacturing,3251,0,1095979.30506,Inf
00,000,14020,Bloomington MSA,2023,Conexus,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",3253,0,779965.224525,Inf
00,000,14020,Bloomington MSA,2023,Conexus,"Agriculture, Construction, and Mining Machinery Manufacturing",3331,0,62941.1182987,Inf
00,000,14020,Bloomington MSA,2023,Conexus,Glass and Glass Product Manufacturing,3272,0,552531.34796,Inf
00,000,14020,Bloomington MSA,2023,Conexus,Household Appliance Manufacturing,3352,0,56864.9140473,Inf
00,000,14020,Bloomington MSA,2023,Conexus,Electrical Equipment Manufacturing,3353,0,76731.2123242,Inf
00,000,14020,Bloomington MSA,2023,Conexus,Office Furniture (including Fixtures) Manufacturing,3372,0,170175.67759008,Inf
00,000,14020,Bloomington MSA,2023,Conexus,Industrial Machinery Manufacturing,3332,0,45631.729163,Inf
00,000,14020,Bloomington MSA,2023,Conexus,Other General Purpose Machinery Manufacturing,3339,0,49254.9686176,Inf
00,000,14020,Bloomington MSA,2023,Conexus,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",3252,0,291862.926504,Inf
00,000,14020,Bloomington MSA,2023,TechPoint,Other Computer Related Services,541519,0,655108.087151,Inf
00,000,14020,Bloomington MSA,2023,TechPoint,Telecommunications Resellers,517121,0,188138.296293,Inf
00,000,14020,Bloomington MSA,2023,TechPoint,All Other Telecommunications,517810,0,131716.975891,Inf
00,000,14020,Bloomington MSA,2023,TechPoint,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",334513,0,18594.8171325,Inf
00,000,14020,Bloomington MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,41.7306892211,54965693.6978,1317152.7890799388
00,000,14020,Bloomington MSA,2023,TechPoint,All Other Publishers,513199,8.7587229209,6106284.47084,697166.0738655436
00,000,14020,Bloomington MSA,2023,TechPoint,Periodical Publishers,513120,5.06055434758,3173904.27269,627185.0976578856
00,000,14020,Bloomington MSA,2023,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,11.104066945,6942014.27875,625177.6320455172
00,000,14020,Bloomington MSA,2023,TechPoint,Computer Training,611420,0.467495826556,212275.587356,454069.48104716843
00,000,14020,Bloomington MSA,2023,TechPoint,Software Publishers,513210,50.8333333333,20479830.7859,402881.91709993634
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Tobacco Manufacturing,3122,62.1731596923,289943014.947,4663475.628099835
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Petroleum and Petroleum Products Merchant Wholesalers,4247,2094.725510796,8582762863.83,4097321.018718358
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Petroleum and Coal Products Manufacturing,3241,4743.277037845801,9868453908.9714,2080513.921120922
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Insurance and Employee Benefit Funds,5251,571.7438076998,782143372.1719999,1367996.227748692
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Drugs and Druggists' Sundries Merchant Wholesalers,4242,10912.7867622,12081493088.6,1107095.1308650323
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Pharmaceutical and Medicine Manufacturing,3254,21100.4105945644,20262522903.8729,960290.4556318279
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Other Financial Investment Activities,5239,23635.328389896004,19595857811.948997,829091.8361145402
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",3253,979.68632651498,749913589.5158709,765462.9540288927
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Basic Chemical Manufacturing,3251,3236.8869935907196,2154556591.32682,665626.1388157833
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",5182,11298.3933677,6872967024.93,608313.6602924918
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Timber Tract Operations,113110,0,378412.522848,Inf
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Forest Nurseries and Gathering of Forest Products,113210,0,232139.655274,Inf
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Shellfish Fishing,114112,0,2211184.23885,Inf
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Other Marine Fishing,114119,0,2668248.54465,Inf
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Cotton Ginning,115111,0,105730.242456,Inf
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Tobacco Manufacturing,312230,62.1731596923,289943014.947,4663475.628099835
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Support Activities for Forestry,115310,2.44123154501,6625196.86721,2713874.8394236653
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Finfish Fishing,114111,1.29075000513,2750405.43756,2130858.3588058855
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Pulp Mills,322110,8.22612403654,13636572.5438,1657715.4056062223
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Biological Product (except Diagnostic) Manufacturing,325414,0.598417925968,747685.064158,1249436.2747381702
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Biological Product (except Diagnostic) Manufacturing,325414,29.9208962984,37384253.2079,1249436.2747381702
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,10279.845129992398,11380766489.4612,1107095.1308650326
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,18315.9454561,19569607087.5,1068446.4601843678
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Pesticide and Other Agricultural Chemical Manufacturing,325320,863.314185755,715767197.67,829092.3622945396
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Ethyl Alcohol Manufacturing,325193,1.91426588742,1309175.00402,683904.4735757548
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Nitrogenous Fertilizer Manufacturing,325311,11.3031743035,7091281.04809,627370.7595479796
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,In-Vitro Diagnostic Substance Manufacturing,325413,245.569755326,125064313.344,509282.23297683377
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,1268.94309371384,566605688.733856,446517.8080409897
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,3098.00452336,1357617272.77,438223.1409067054
00,000,16980,Chicago-Naperville-Elgin MSA,2023,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,1428.78281976,497431235.039,348150.34738628514
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,Industrial Machinery Manufacturing,3332,0.234467648138,5701834.25897,24318213.212997667
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,Tobacco Manufacturing,3122,62.1731596923,289943014.947,4663475.628099835
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,Petroleum and Petroleum Products Merchant Wholesalers,4247,2094.725510796,8582762863.83,4097321.018718358
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,Petroleum and Coal Products Manufacturing,3241,2836.1190847498,8673831342.1344,3058345.25382759
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,Drugs and Druggists' Sundries Merchant Wholesalers,4242,10912.7867622,12081493088.6,1107095.1308650323
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,Basic Chemical Manufacturing,3251,793.541988834,842212108.132,1061332.7586729391
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,Pharmaceutical and Medicine Manufacturing,3254,21100.410594564397,20262522903.872906,960290.4556318285
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",3253,979.68632651498,749913589.5158709,765462.9540288927
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,Basic Chemical Manufacturing,3251,1.91426588742,1309175.00402,683904.4735757548
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Conexus,Petroleum and Coal Products Manufacturing,3241,1907.157953096,1194622566.837,626388.8971008928
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,Semiconductor Machinery Manufacturing,333242,0.234467648138,5701834.25897,24318213.212997667
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,2485.09407107,4687251595.16,1886146.5446021617
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,Software Publishers,513210,9715.83732646,6223257527.66,640527.1433180188
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,11298.3933677,6872967024.93,608313.6602924918
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,All Other Telecommunications,517810,789.161152149,410189892.815,519779.6314453563
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,9174.9097167,4674438620.97,509480.6123772176
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,Computer Storage Device Manufacturing,334112,1.09184200402,501294.21274,459127.06315960473
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,All Other Publishers,513199,2799.00214946,1208535394.94,431773.6573275436
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,Telecommunications Resellers,517121,870.841108588,361630124.073,415265.3342919866
00,000,16980,Chicago-Naperville-Elgin MSA,2023,TechPoint,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,1081.63095091,407090525.651,376367.3046786483
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,Apparel Knitting Mills,3151,0,407897.247641,Inf
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,Leather and Hide Tanning and Finishing,3161,0,17535.8435534,Inf
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,Insurance and Employee Benefit Funds,5251,84.36214462071001,196196752.577613,2325649.181391825
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,Tobacco Manufacturing,3122,6.10386309827,10755815.7734,1762132.5380722396
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,Petroleum and Petroleum Products Merchant Wholesalers,4247,553.083995454,938387541.156,1696645.6250207038
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,Drugs and Druggists' Sundries Merchant Wholesalers,4242,1659.63023969,2160467951.79,1301776.685024461
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,"Deep Sea, Coastal, and Great Lakes Water Transportation",4831,1.62770939225,2005161.55753,1231891.6184161375
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",3256,5126.868185336984,5847200043.711087,1140501.3416249468
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,Seafood Product Preparation and Packaging,3117,0.877172361237,879082.097939,1002177.1510211594
00,000,17140,Cincinnati MSA,2023,Advanced & Traded Industries,Satellite Telecommunications,5174,4.37511962416,4196884.40418,959261.6350429
00,000,17140,Cincinnati MSA,2023,AgriNovus,Timber Tract Operations,113110,0,44962.4928639,Inf
00,000,17140,Cincinnati MSA,2023,AgriNovus,Finfish Fishing,114111,0,908000.733829,Inf
00,000,17140,Cincinnati MSA,2023,AgriNovus,Shellfish Fishing,114112,0,788671.859663,Inf
00,000,17140,Cincinnati MSA,2023,AgriNovus,Wet Corn Milling and Starch Manufacturing,311221,0,103555.488154,Inf
00,000,17140,Cincinnati MSA,2023,AgriNovus,Cotton Ginning,115111,0,16686.205541800002,Inf
00,000,17140,Cincinnati MSA,2023,AgriNovus,"Crop Harvesting, Primarily by Machine",115113,0,559617.306641,Inf
00,000,17140,Cincinnati MSA,2023,AgriNovus,Fertilizer (Mixing Only) Manufacturing,325314,0,225019.169686,Inf
00,000,17140,Cincinnati MSA,2023,AgriNovus,Compost Manufacturing,325315,0,29961.4917577,Inf
00,000,17140,Cincinnati MSA,2023,AgriNovus,Hunting and Trapping,114210,0.778070978333,1862670.81226,2393960.0166693423
00,000,17140,Cincinnati MSA,2023,AgriNovus,Logging,113310,2.78382778273,5270342.71119,1893199.983090033
00,000,17140,Cincinnati MSA,2023,BioCrossroads,Wet Corn Milling and Starch Manufacturing,311221,0,103555.488154,Inf
00,000,17140,Cincinnati MSA,2023,BioCrossroads,Fertilizer (Mixing Only) Manufacturing,325314,0,225019.169686,Inf
00,000,17140,Cincinnati MSA,2023,BioCrossroads,Compost Manufacturing,325315,0,29961.4917577,Inf
00,000,17140,Cincinnati MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,1563.37168578798,2035160810.58618,1301776.6850244612
00,000,17140,Cincinnati MSA,2023,BioCrossroads,Biological Product (except Diagnostic) Manufacturing,325414,2.35829570746,2820389.22933,1195943.8421603614
00,000,17140,Cincinnati MSA,2023,BioCrossroads,Pesticide and Other Agricultural Chemical Manufacturing,325320,0.767663371736,522540.983174,680690.26400507
00,000,17140,Cincinnati MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,2183.41560689,1229700178.76,563200.2331024612
00,000,17140,Cincinnati MSA,2023,BioCrossroads,Nitrogenous Fertilizer Manufacturing,325311,43.3944356205,23899314.0666,550746.0513050136
00,000,17140,Cincinnati MSA,2023,BioCrossroads,Phosphatic Fertilizer Manufacturing,325312,2.48729298494,1241447.99769,499116.1094437562
00,000,17140,Cincinnati MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,2368.63012127947,879699557.309499,371395.91758391936
00,000,17140,Cincinnati MSA,2023,Conexus,"Agriculture, Construction, and Mining Machinery Manufacturing",3331,0,435416.427013,Inf
00,000,17140,Cincinnati MSA,2023,Conexus,Apparel Knitting Mills,3151,0,407897.247641,Inf
00,000,17140,Cincinnati MSA,2023,Conexus,Leather and Hide Tanning and Finishing,3161,0,17535.8435534,Inf
00,000,17140,Cincinnati MSA,2023,Conexus,Tobacco Manufacturing,3122,6.10386309827,10755815.7734,1762132.5380722396
00,000,17140,Cincinnati MSA,2023,Conexus,Petroleum and Petroleum Products Merchant Wholesalers,4247,553.083995454,938387541.156,1696645.6250207038
00,000,17140,Cincinnati MSA,2023,Conexus,Drugs and Druggists' Sundries Merchant Wholesalers,4242,1659.63023969,2160467951.79,1301776.685024461
00,000,17140,Cincinnati MSA,2023,Conexus,"Deep Sea, Coastal, and Great Lakes Water Transportation",4831,1.62770939225,2005161.55753,1231891.6184161375
00,000,17140,Cincinnati MSA,2023,Conexus,Petroleum and Coal Products Manufacturing,3241,195.6998850135,226404152.4991,1156894.6628838435
00,000,17140,Cincinnati MSA,2023,Conexus,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",3256,5126.868185336984,5847200043.711087,1140501.3416249468
00,000,17140,Cincinnati MSA,2023,Conexus,Basic Chemical Manufacturing,3251,760.790326252,765116080.667,1005685.8693725914
00,000,17140,Cincinnati MSA,2023,TechPoint,Totalizing Fluid Meter and Counting Device Manufacturing,334514,0,85181.2883833,Inf
00,000,17140,Cincinnati MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,357.511829749,449266515.712,1256647.97169766
00,000,17140,Cincinnati MSA,2023,TechPoint,Satellite Telecommunications,517410,4.37511962416,4196884.40418,959261.6350429
00,000,17140,Cincinnati MSA,2023,TechPoint,Telecommunications Resellers,517121,282.172812552,195195410.704,691758.3906777998
00,000,17140,Cincinnati MSA,2023,TechPoint,Software Publishers,513210,2885.00513033,1387702201.38,481005.1069896255
00,000,17140,Cincinnati MSA,2023,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,1751.13179738,768325703.607,438759.4952913024
00,000,17140,Cincinnati MSA,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,852.124331335,373663274.718,438507.9277487499
00,000,17140,Cincinnati MSA,2023,TechPoint,All Other Telecommunications,517810,77.8595880765,31796232.8685,408379.1560425287
00,000,17140,Cincinnati MSA,2023,TechPoint,All Other Publishers,513199,53.6508423539,21605036.8385,402697.0666366337
00,000,17140,Cincinnati MSA,2023,TechPoint,Book Publishers,513130,66.0086796471,25125328.83,380636.7429908719
00,000,18020,Columbus MSA,2023,Advanced & Traded Industries,Textile and Fabric Finishing and Fabric Coating Mills,3133,0,4922.26012747,Inf
00,000,18020,Columbus MSA,2023,Advanced & Traded Industries,Textile Furnishings Mills,3141,0,10122.5159384,Inf
00,000,18020,Columbus MSA,2023,Advanced & Traded Industries,Cut and Sew Apparel Manufacturing,3152,0,62372.8635795,Inf
00,000,18020,Columbus MSA,2023,Advanced & Traded Industries,"Veneer, Plywood, and Engineered Wood Product Manufacturing",3212,0,326217.139365,Inf
