statefips,countyfips,metrofips,geo_area,year,initiative,naics_title,naics_code,jobs,yoy_change,yoy_growth,contribution_pct
0,000,00000,United States,2023,BioCrossroads,Biological Product (except Diagnostic) Manufacturing,325414,45014.2564882,1133.5081080000018,2.5831558253720743,2.9282254500088363
0,000,00000,United States,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,228315.53937,819.682615000027,0.3603066124772347,2.117510653194966
0,000,00000,United States,2023,BioCrossroads,Wet Corn Milling and Starch Manufacturing,311221,13280.9333531,512.2061694999993,4.011411334387893,1.3231975409755388
0,000,00000,United States,2023,BioCrossroads,Surgical and Medical Instrument Manufacturing,339112,143354.922872,484.1943709999905,0.33890383011283554,1.2508338228077238
0,000,00000,United States,2023,BioCrossroads,In-Vitro Diagnostic Substance Manufacturing,325413,31477.1920622,-571.2784303000008,-1.7825450685195476,-1.475800681829405
0,000,00000,United States,2023,BioCrossroads,Electromedical and Electrotherapeutic Apparatus Manufacturing,334510,75259.7511244,-929.1133996999997,-1.2194871330653667,-2.400206477345963
0,000,00000,United States,2023,BioCrossroads,Analytical Laboratory Instrument Manufacturing,334516,46405.0778182,-1863.3109341000018,-3.860313099867485,-4.813546952159388
0,000,00000,United States,2023,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,104241.934652,-2505.2762619999994,-2.3469243276232787,-6.471955214008396
0,000,00000,United States,2023,BioCrossroads,Medical Laboratories,621511,232227.498609,-5711.913897999999,-2.400574935365929,-14.755758274984254
0,000,00000,United States,2023,Conexus,Medical Equipment and Supplies Manufacturing,3391,288206.4518708,244366.1540583,557.4007619734392,175.7243063062508
0,000,00000,United States,2023,Conexus,Other General Purpose Machinery Manufacturing,3339,174728.82280613,162078.77691093,1281.2505049679703,116.55124969902263
0,000,00000,United States,2023,Conexus,Other Fabricated Metal Product Manufacturing,3329,213312.60296520003,147901.66917080004,226.11153914372383,106.35645642798333
0,000,00000,United States,2023,Conexus,Other Wood Product Manufacturing,3219,180790.9008968,116947.93203380001,183.1805978270801,84.09754742748535
0,000,00000,United States,2023,Conexus,Other Electrical Equipment and Component Manufacturing,3359,129057.4934294,94069.16194811999,268.8586679203332,67.64536722299123
0,000,00000,United States,2023,Conexus,Basic Chemical Manufacturing,3251,91551.05668267,81260.60387587,789.6698561425056,58.43470140593836
0,000,00000,United States,2023,Conexus,Other General Purpose Machinery Manufacturing,3339,83194.055903,67692.58448990001,436.68489710398893,48.67790507816001
0,000,00000,United States,2023,Conexus,Other Miscellaneous Manufacturing,3399,177418.15449455,63520.22850965,55.76943386841933,45.67755356418869
0,000,00000,United States,2023,Conexus,Other Miscellaneous Manufacturing,3399,115784.2707611,-61633.88373345,-34.73933313591271,-44.32107836601913
0,000,00000,United States,2023,Conexus,Other General Purpose Machinery Manufacturing,3339,12650.0458952,-68281.46855789999,-84.36944374427748,-49.10137306922809
0,000,00000,United States,2023,Conexus,Other Electrical Equipment and Component Manufacturing,3359,36499.9091591,-92557.5842703,-71.71810160789538,-66.55838797299427
0,000,00000,United States,2023,Conexus,Other Wood Product Manufacturing,3219,64691.9730172,-116098.92787960001,-64.21724063749879,-83.48702643850942
0,000,00000,United States,2023,Conexus,Other Fabricated Metal Product Manufacturing,3329,65492.2439633,-147820.3590019,-69.29752717237038,-106.2979860842458
0,000,00000,United States,2023,Conexus,Other General Purpose Machinery Manufacturing,3339,15501.4714131,-159227.35139303,-91.12826884302905,-114.5007825504609
0,000,00000,United States,2023,Conexus,Medical Equipment and Supplies Manufacturing,3391,43840.2978125,-246439.30818099997,-84.89721740442155,-177.21511656793086
0,000,00000,United States,2023,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,486637.971287,19089.487760999997,4.082889461438799,260.71112253892414
0,000,00000,United States,2023,TechPoint,Software Publishers,513210,650182.816757,16395.183912000037,2.586857657414976,223.91416969617657
0,000,00000,United States,2023,TechPoint,Semiconductor and Related Device Manufacturing,334413,203893.851,4272.064718000009,2.1400793959257536,58.344927958945405
0,000,00000,United States,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,236040.892457,2618.057314000005,1.1215943428997122,35.75562999645552
0,000,00000,United States,2023,TechPoint,Electronic Computer Manufacturing,334111,115898.199094,2365.1616899999935,2.08323651342448,32.30175512858578
0,000,00000,United States,2023,TechPoint,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,60063.5061511,2010.1060252000025,3.4625121368269562,27.452648536897932
0,000,00000,United States,2023,TechPoint,Other Measuring and Controlling Device Manufacturing,334519,41424.8097609,1877.485829600002,4.7474408960300085,25.64141292392114
0,000,00000,United States,2023,TechPoint,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",334513,57588.2682108,1572.8487358999992,2.807885312016234,21.480888573562005
0,000,00000,United States,2023,TechPoint,Analytical Laboratory Instrument Manufacturing,334516,46405.0778182,-1863.3109341000018,-3.860313099867485,-25.447821929550564
0,000,00000,United States,2023,TechPoint,Telecommunications Resellers,517121,41448.1130104,-2631.5729912000024,-5.970035701035803,-35.94021783971258
0,000,00000,United States,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,88346.0496308,-4228.949741899996,-4.568133697602916,-57.75609320559818
0,000,00000,United States,2023,TechPoint,All Other Publishers,513199,47182.3506999,-5635.274962299998,-10.669307625338787,-76.9627178911669
0,000,00000,United States,2023,TechPoint,Wired Telecommunications Carriers,517111,475308.609868,-6472.292208999977,-1.3434098738861033,-88.39412499353116
0,000,00000,United States,2023,TechPoint,Newspaper Publishers,513110,96085.972333,-8388.223469000004,-8.028990703979577,-114.56059922038364
0,000,00000,United States,2023,TechPoint,Other Computer Related Services,541519,131937.71213,-9896.103441000014,-6.977252498749964,-135.15418900529312
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,"Management, Scientific, and Technical Consulting Services",5416,225.84844172134,216.48521270171,2312.078581521919,24.288343370564853
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,528.907553491388,76.101215204428,16.80657021991594,8.538100236662483
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,4231,92.1640459109,38.180482065629995,70.72612355691173,4.283621254729652
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Management of Companies and Enterprises,5511,521.32945036141,38.10625990799093,7.885850816107354,4.275293973489775
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Communications Equipment Manufacturing,3342,130.306219451,25.33095017400001,24.130397900822544,2.8419807895910014
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Plastics Product Manufacturing,3261,775.459888395,-24.36705250199998,-3.0465406022298414,-2.7338372478707504
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,"Advertising, Public Relations, and Related Services",5418,59.263670857483,-25.414020242137006,-30.01265139862919,-2.851300753359186
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Specialized Freight Trucking,4842,310.4619845183,-25.95900950539999,-7.716227573946011,-2.912445282328198
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Scientific Research and Development Services,5417,194.954894055693,-28.492835620249963,-12.75145451760551,-3.1967253860393847
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,686.1571208026901,-28.774690171115935,-4.024816035521206,-3.228347777363737
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Electric Lighting Equipment Manufacturing,3351,29.3061427044,-30.530542637299998,-51.02311811383602,-3.4253439004453337
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Beverage Manufacturing,3121,317.7532286796,-58.77854412239998,-15.61051373832104,-6.5946003639234725
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,"Management, Scientific, and Technical Consulting Services",5416,9.36322901963,-244.13905875249998,-96.3064518660098,-27.39093915535778
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Medical Equipment and Supplies Manufacturing,3391,5754.072222928925,-284.80406867537477,-4.716176568666109,-31.95330954476225
00,000,14020,Bloomington MSA,2023,Advanced & Traded Industries,Pharmaceutical and Medicine Manufacturing,3254,2937.9589005049,-588.8028775611997,-16.695283509737646,-66.06015389830878
00,000,14020,Bloomington MSA,2023,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,264.963160035,20.795964750999985,8.517100229951623,42.70290155392463
00,000,14020,Bloomington MSA,2023,AgriNovus,Sawmills,321113,85.2272027428,16.2125634409,23.491484712365462,33.29124225988215
00,000,14020,Bloomington MSA,2023,AgriNovus,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",311941,29.8730353591,11.0907359747,59.0488722797786,22.7739665920241
00,000,14020,Bloomington MSA,2023,AgriNovus,Cookie and Cracker Manufacturing,311821,17.5196446721,10.0519454912,134.60565627642956,20.64089085915043
00,000,14020,Bloomington MSA,2023,AgriNovus,Logging,113310,23.0446716045,7.6300200898,49.49849227875001,15.667654790265463
00,000,14020,Bloomington MSA,2023,AgriNovus,Animal Production and Aquaculture,112000,10.1445011556,4.842085171080001,91.31847039568568,9.94284654990122
00,000,14020,Bloomington MSA,2023,AgriNovus,Confectionery Merchant Wholesalers,424450,39.9167922487,4.317255236099996,12.12727916818681,8.865148962203293
00,000,14020,Bloomington MSA,2023,AgriNovus,Fresh Fruit and Vegetable Merchant Wholesalers,424480,34.1769469031,-6.279905679099997,-15.522477104071609,-12.89529950610463
00,000,14020,Bloomington MSA,2023,AgriNovus,Retail Bakeries,311811,41.3970203967,-6.718771282399999,-13.963755033294866,-13.796476002483454
00,000,14020,Bloomington MSA,2023,AgriNovus,Timber Tract Operations,113110,6.37597564702,-6.74050527858,-51.38958625269881,-13.841105078862482
00,000,14020,Bloomington MSA,2023,AgriNovus,Animal (except Poultry) Slaughtering,311611,16.0483087037,-7.6074237390000015,-32.158901684515804,-15.6212549355223
00,000,14020,Bloomington MSA,2023,AgriNovus,Pharmaceutical Preparation Manufacturing,325412,57.3119950692,-12.564758243199996,-17.981313738241923,-25.800757057083974
00,000,14020,Bloomington MSA,2023,AgriNovus,Wineries,312130,225.22927051,-14.462977840999997,-6.0339781284126985,-29.69860385491941
00,000,14020,Bloomington MSA,2023,AgriNovus,General Line Grocery Merchant Wholesalers,424410,181.426044514,-28.192361054999992,-13.449372910967938,-57.890828010105835
00,000,14020,Bloomington MSA,2023,AgriNovus,Breweries,312120,92.5239581696,-44.315566281399995,-32.38506305776346,-90.99858010338514
00,000,14020,Bloomington MSA,2023,BioCrossroads,Biological Product (except Diagnostic) Manufacturing,325414,72.3591470449,39.4350345988,119.77554342082577,4.5617786461523915
00,000,14020,Bloomington MSA,2023,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,75.8766108512,16.0847908863,26.901323451506176,1.860661625872714
00,000,14020,Bloomington MSA,2023,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,145.86606852888602,13.25176908965102,9.992715073477498,1.5329424171153605
00,000,14020,Bloomington MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,400.364858101218,7.926164677181987,2.019720483733667,0.9168854329179773
00,000,14020,Bloomington MSA,2023,BioCrossroads,Medical Laboratories,621511,9.55238753961,4.28449339799,81.33218479353152,0.4956230086108871
00,000,14020,Bloomington MSA,2023,BioCrossroads,Electromedical and Electrotherapeutic Apparatus Manufacturing,334510,10.9574520078,4.102319057550001,59.84302693065047,0.4745493865245666
00,000,14020,Bloomington MSA,2023,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,5.241553244244679,0.67845078866696,14.868191001007535,0.07848204906355948
00,000,14020,Bloomington MSA,2023,BioCrossroads,Testing Laboratories and Services,541380,3.968827609177601,0.26664115754600104,7.202261718301339,0.030844601787561675
00,000,14020,Bloomington MSA,2023,BioCrossroads,Artificial and Synthetic Fibers and Filaments Manufacturing,325220,0,0,NA,0
00,000,14020,Bloomington MSA,2023,BioCrossroads,Compost Manufacturing,325315,0,0,NA,0
00,000,14020,Bloomington MSA,2023,BioCrossroads,Analytical Laboratory Instrument Manufacturing,334516,11.5381282476,-1.7642605615000004,-13.26273488783527,-0.2040867020297843
00,000,14020,Bloomington MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,26.2238099566248,-2.7851204618634,-9.600907105793755,-0.3221780627086646
00,000,14020,Bloomington MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,34.1152311478,-43.03526236159999,-55.78092945880714,-4.978246954008923
00,000,14020,Bloomington MSA,2023,BioCrossroads,Surgical and Medical Instrument Manufacturing,339112,5677.99776981,-274.67330994999975,-4.614286700367698,-31.77374770291274
00,000,14020,Bloomington MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,2865.59975346,-628.2379121599997,-17.981313738241923,-72.6735077463849
00,000,14020,Bloomington MSA,2023,Conexus,Medical Equipment and Supplies Manufacturing,3391,5753.8743806612,5753.676538393475,2908214.0053060167,625.0069780195059
00,000,14020,Bloomington MSA,2023,Conexus,Other Miscellaneous Manufacturing,3399,262.540937527,228.67995269396,675.3493846133634,24.840910887702254
00,000,14020,Bloomington MSA,2023,Conexus,Other General Purpose Machinery Manufacturing,3339,82.6146729414,82.6146729414,Inf,8.974217916252824
00,000,14020,Bloomington MSA,2023,Conexus,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,4231,92.1640459109,38.18048206563,70.72612355691174,4.147446863919522
00,000,14020,Bloomington MSA,2023,Conexus,Other Wood Product Manufacturing,3219,48.805456218387995,30.013066185287997,159.70861679873843,3.2602416337439664
00,000,14020,Bloomington MSA,2023,Conexus,Communications Equipment Manufacturing,3342,130.306219451,25.33095017400001,24.130397900822544,2.7516355000093546
00,000,14020,Bloomington MSA,2023,Conexus,Plastics Product Manufacturing,3261,775.459888395,-24.36705250199998,-3.0465406022298414,-2.646929792784286
00,000,14020,Bloomington MSA,2023,Conexus,Specialized Freight Trucking,4842,310.4619845183,-25.95900950539999,-7.716227573946011,-2.8198599582519894
00,000,14020,Bloomington MSA,2023,Conexus,Electric Lighting Equipment Manufacturing,3351,29.3061427044,-30.530542637299998,-51.02311811383602,-3.3164537602530073
00,000,14020,Bloomington MSA,2023,Conexus,Other Wood Product Manufacturing,3219,15.9013926551,-32.90406356328799,-67.41882181380167,-3.574283190065206
00,000,14020,Bloomington MSA,2023,Conexus,Beverage Manufacturing,3121,317.7532286796,-58.77854412239998,-15.61051373832104,-6.384960987846042
00,000,14020,Bloomington MSA,2023,Conexus,Other General Purpose Machinery Manufacturing,3339,0,-70.1664425978,-100,-7.621998899972058
00,000,14020,Bloomington MSA,2023,Conexus,Other Miscellaneous Manufacturing,3399,33.86098483304,-232.63216142596002,-87.2938627846995,-25.27022908444248
00,000,14020,Bloomington MSA,2023,Conexus,Pharmaceutical and Medicine Manufacturing,3254,2937.9589005049,-588.8028775611997,-16.695283509737646,-63.96013135219939
00,000,14020,Bloomington MSA,2023,Conexus,Medical Equipment and Supplies Manufacturing,3391,0.197842267725,-6012.265057457175,-99.99670946380836,-653.0967789966859
00,000,14020,Bloomington MSA,2023,TechPoint,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,130.306219451,25.33095017400001,24.130397900822544,101.96827061803285
00,000,14020,Bloomington MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,254.017908442,15.877217049999985,6.66715837482168,63.912816285801085
00,000,14020,Bloomington MSA,2023,TechPoint,Computer Systems Design Services,541512,157.843613219,10.351765979999982,7.018534362259143,41.67043350417289
00,000,14020,Bloomington MSA,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,31.2376188347,4.314748585,16.026332055171856,17.36877015437195
00,000,14020,Bloomington MSA,2023,TechPoint,Electromedical and Electrotherapeutic Apparatus Manufacturing,334510,10.9574520078,4.102319057550001,59.84302693065047,16.51364741347629
00,000,14020,Bloomington MSA,2023,TechPoint,Software Publishers,513210,50.8333333333,2.416666666599994,4.991394147879502,9.72815148901834
00,000,14020,Bloomington MSA,2023,TechPoint,Periodical Publishers,513120,5.06055434758,-2.2743694641800003,-31.00740406510466,-9.15534235454521
00,000,14020,Bloomington MSA,2023,TechPoint,Computer Training,611420,0.467495826556,-2.339449338844,-83.34503173347954,-9.417317615083906
00,000,14020,Bloomington MSA,2023,TechPoint,Satellite Telecommunications,517410,11.6098343826,-2.5400465683999993,-17.951010168891134,-10.224810127133004
00,000,14020,Bloomington MSA,2023,TechPoint,All Other Publishers,513199,8.7587229209,-3.4560065997000002,-28.293762820302206,-13.911954103388819
00,000,14020,Bloomington MSA,2023,TechPoint,Newspaper Publishers,513110,15.5590282601,-7.783698213899999,-33.345283048103965,-31.332825671052294
00,000,14020,Bloomington MSA,2023,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,21.7334214827,-9.927461763900002,-31.355605864110224,-39.96242149378793
00,000,14020,Bloomington MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,41.7306892211,-13.524705773500003,-24.476715395522454,-54.442918598333314
00,000,14020,Bloomington MSA,2023,TechPoint,Semiconductor and Related Device Manufacturing,334413,22.3610537532,-21.222200000399997,-48.693473232587714,-85.4287351199305
00,000,14020,Bloomington MSA,2023,TechPoint,Book Publishers,513130,110.702599689,-26.071632930999996,-19.06180165048693,-104.94984609345288
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Management, Scientific, and Technical Consulting Services",5416,79800.24326082,73564.97878661001,1179.8213065522066,754.5633203128145
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Warehousing and Storage,4931,58945.9001959702,2337.667619358799,4.129554153090886,23.977689788611602
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Other Food Manufacturing,3119,13933.998550916003,1509.6891703390029,12.15109125259799,15.485032304782512
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,28724.653847029997,1390.2491566899953,5.086078048669962,14.259924179099109
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Other Financial Investment Activities,5239,23635.328389896004,1373.4847159290039,6.169680894557517,14.087969639147502
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,56227.81906889,1302.8949497099966,2.3721379148069044,13.363923370707411
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Grocery and Related Product Merchant Wholesalers,4244,35492.55877527901,967.5732638490081,2.8025305427823444,9.924495414232394
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Depository Credit Intermediation,5221,63015.42332823,910.6779398899962,1.4663580603954562,9.340914405104185
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,39975.32577830501,883.2607598140021,2.2594374571827114,9.059693656142016
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Management of Companies and Enterprises,5511,67228.8960354391,-1135.014787294902,-1.6602543266402203,-11.641959810654765
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,General Freight Trucking,4841,50247.7011241,-1243.1407355999982,-2.4142948351616678,-12.751018440328638
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Activities Related to Credit Intermediation,5223,10497.28306357,-1451.2467639800016,-12.145818648197437,-14.885582717265667
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Nondepository Credit Intermediation,5222,15629.61799685,-2037.4632486400005,-11.532540210399034,-20.89846363401606
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,Computer Systems Design and Related Services,5415,62684.14030143,-3553.7231172399916,-5.365093216817629,-36.4508922458235
00,000,16980,Chicago-Naperville-Elgin MSA,2023,Advanced & Traded Industries,"Management, Scientific, and Technical Consulting Services",5416,6235.26447421,-71236.85477496,-91.95160202839449,-730.6835202597712
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Nonchocolate Confectionery Manufacturing,311340,5156.69581419,1004.4325710900002,24.190002229726403,15.324922335225748
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Perishable Prepared Food Manufacturing,311991,3988.03908575,887.69812817,28.632274330978767,13.543870701611857
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Meat Processed from Carcasses,311612,10463.3610641,666.6908970999993,6.805280628368426,10.171898556188893
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Commercial Bakeries,311812,10637.7370663,438.6596442000009,4.300973765033755,6.69275884957381
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Breakfast Cereal Manufacturing,311230,664.576826797,378.35709814499995,132.191131592129,5.772705217794023
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,11809.0140487,321.96385290000035,2.8028418733446525,4.912296935062697
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Spice and Extract Manufacturing,311942,2813.60814883,305.0441850000002,12.160111896619451,4.654148599406942
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Wet Corn Milling and Starch Manufacturing,311221,1483.08680156,269.27758827,22.184506866621145,4.108447142824568
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Beer and Ale Merchant Wholesalers,424810,2842.53940465,269.26609437000025,10.463952402347076,4.108271777021133
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,All Other Miscellaneous Food Manufacturing,311999,4049.5372605,248.29899673,6.532055596108344,3.7883706187189823
00,000,16980,Chicago-Naperville-Elgin MSA,2023,AgriNovus,Packaged Frozen Food Merchant Wholesalers,424420,2209.07049712,245.08136305999983,12.478753512926133,3.7392782380901366
