display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,year,naics,naics_title,group_by_sort,sort,jobs,grp
3,1,Manufacturing,9,Industrial Machinery Manufacturing,18,000,00000,Indiana,2014,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",3,3,4943.5948833639995,725717981.9475
3,1,Manufacturing,12,Polymers/Plastics Manufacturing,0,000,00000,United States,2015,3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",3,3,93454.59085390001,25293609172.25
2,1,Manufacturing,2,Aircraft/Aerospace Manufacturing,00,000,34620,Muncie MSA,2013,000000,,2,2,33.0982554693,7658535.024359001
3,1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,00,000,34620,Muncie MSA,2024,3363,Motor Vehicle Parts Manufacturing,3,3,885.877532515,99518435.62810001
3,2,Logistics,14,Wholesale Distribution,00,000,29200,Lafayette-West Lafayette MSA,2009,4232,Furniture and Home Furnishing Merchant Wholesalers,3,3,11.33333302418,913613.313323
3,2,Logistics,14,Wholesale Distribution,00,000,14020,Bloomington MSA,2024,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",3,3,72.507876410333,10095350.0985312
3,1,Manufacturing,6,Energy Manufacturing,00,000,14020,Bloomington MSA,2019,3241,Petroleum and Coal Products Manufacturing,3,3,0.0,0.0
3,1,Manufacturing,8,Furniture and Wood Products Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2008,3372,Office Furniture (including Fixtures) Manufacturing,3,3,92.17906549462,5193525.778101
3,2,Logistics,7,Freight Transportation and Logistics,0,000,00000,United States,2007,5416,"Management, Scientific, and Technical Consulting Services",3,3,87906.1160728,9196524000.95
3,2,Logistics,7,Freight Transportation and Logistics,00,000,45460,Terre Haute MSA,2012,4931,Warehousing and Storage,3,3,352.47600362229997,21637866.224346202
3,2,Logistics,14,Wholesale Distribution,00,000,23060,Fort Wayne MSA,2021,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,3,3,417.598697758,148082883.50465
3,1,Manufacturing,8,Furniture and Wood Products Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2021,3372,Office Furniture (including Fixtures) Manufacturing,3,3,37.44245975259,3118139.075855
2,1,Manufacturing,6,Energy Manufacturing,00,000,33140,Michigan City-La Porte MSA,2020,000000,,2,2,39.814840438804,4280874.827658101
3,1,Manufacturing,12,Polymers/Plastics Manufacturing,00,000,34620,Muncie MSA,2011,3261,Plastics Product Manufacturing,3,3,143.4080936344,12219234.22853
3,1,Manufacturing,11,Metals Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2015,3335,Metalworking Machinery Manufacturing,3,3,436.1293390158,30966305.505149998
2,1,Manufacturing,6,Energy Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2010,000000,,2,2,473.03000784003,85418426.86818591
3,1,Manufacturing,5,Electronic Components and Products Manufacturing,00,000,21140,Elkhart-Goshen MSA,2017,3341,Computer and Peripheral Equipment Manufacturing,3,3,0.0,44371.1709612
3,1,Manufacturing,1,Agbiosciences Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2020,3332,Industrial Machinery Manufacturing,3,3,0.0,128260.65394
3,1,Manufacturing,1,Agbiosciences Manufacturing,00,000,31140,Louisville/Jefferson County MSA,2014,3111,Animal Food Manufacturing,3,3,59.89778099546,14437457.076189999
3,1,Manufacturing,9,Industrial Machinery Manufacturing,18,000,00000,Indiana,2017,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",3,3,4737.805114958001,659452694.3539
3,1,Manufacturing,1,Agbiosciences Manufacturing,00,000,18020,Columbus MSA,2022,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",3,3,10.2755396091,3991128.09347
3,1,Manufacturing,13,x-All Other Manufacturing,00,000,21780,Evansville MSA,2019,3219,Other Wood Product Manufacturing,3,3,78.7739371143,4720053.69631
3,1,Manufacturing,8,Furniture and Wood Products Manufacturing,00,000,21780,Evansville MSA,2023,3219,Other Wood Product Manufacturing,3,3,28.40495464231,5598369.511986
3,1,Manufacturing,13,x-All Other Manufacturing,18,000,00000,Indiana,2008,3272,Glass and Glass Product Manufacturing,3,3,1327.4993229678998,139160181.15151
3,1,Manufacturing,13,x-All Other Manufacturing,00,000,31140,Louisville/Jefferson County MSA,2024,3151,Apparel Knitting Mills,3,3,5.03499706228,427808.727373
3,1,Manufacturing,9,Industrial Machinery Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2009,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3,3,271.630198342,28380871.029393
3,1,Manufacturing,13,x-All Other Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,2017,3259,Other Chemical Product and Preparation Manufacturing,3,3,0.0,594698.6972858
3,1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2007,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3,3,0.0,0.0
3,1,Manufacturing,1,Agbiosciences Manufacturing,00,000,21780,Evansville MSA,2007,3116,Animal Slaughtering and Processing,3,3,49.2492809093,3022282.260303
3,1,Manufacturing,1,Agbiosciences Manufacturing,00,000,21780,Evansville MSA,2009,3119,Other Food Manufacturing,3,3,177.8541209209,12391738.970667
3,2,Logistics,14,Wholesale Distribution,00,000,21780,Evansville MSA,2009,4249,Miscellaneous Nondurable Goods Merchant Wholesalers,3,3,203.37426881459,37437092.90248
3,1,Manufacturing,4,Consumer Products Manufacturing,00,000,18020,Columbus MSA,2024,3391,Medical Equipment and Supplies Manufacturing,3,3,0.0,0.0
3,1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,00,000,33140,Michigan City-La Porte MSA,2008,3362,Motor Vehicle Body and Trailer Manufacturing,3,3,0.0,0.0
3,2,Logistics,7,Freight Transportation and Logistics,00,000,29200,Lafayette-West Lafayette MSA,2007,4883,Support Activities for Water Transportation,3,3,0.0,0.0
3,1,Manufacturing,13,x-All Other Manufacturing,00,000,31140,Louisville/Jefferson County MSA,2010,3279,Other Nonmetallic Mineral Product Manufacturing,3,3,266.96531614354,19707949.282731004
3,1,Manufacturing,8,Furniture and Wood Products Manufacturing,00,000,23060,Fort Wayne MSA,2008,3211,Sawmills and Wood Preservation,3,3,98.4085004909,4680977.402151
3,1,Manufacturing,8,Furniture and Wood Products Manufacturing,00,000,21780,Evansville MSA,2024,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",3,3,60.0415489973,8494309.12683
3,1,Manufacturing,13,x-All Other Manufacturing,18,000,00000,Indiana,2024,3152,Cut and Sew Apparel Manufacturing,3,3,374.555393028,37395670.6339
3,2,Logistics,14,Wholesale Distribution,00,000,33140,Michigan City-La Porte MSA,2022,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,3,3,130.8522063387,16229752.534816
3,1,Manufacturing,9,Industrial Machinery Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,2014,3339,Other General Purpose Machinery Manufacturing,3,3,114.360587634,18404352.950282197
3,1,Manufacturing,13,x-All Other Manufacturing,00,000,23060,Fort Wayne MSA,2014,3339,Other General Purpose Machinery Manufacturing,3,3,38.5857157932,6522961.1277563
3,1,Manufacturing,8,Furniture and Wood Products Manufacturing,0,000,00000,United States,2014,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",3,3,71242.0945656,6225571219.35
3,2,Logistics,14,Wholesale Distribution,00,000,23060,Fort Wayne MSA,2019,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",3,3,1501.1803290715,204239747.62491
3,2,Logistics,7,Freight Transportation and Logistics,00,000,23060,Fort Wayne MSA,2007,5416,"Management, Scientific, and Technical Consulting Services",3,3,149.219270923,16059634.368
2,2,Logistics,14,Wholesale Distribution,00,000,29200,Lafayette-West Lafayette MSA,2008,000000,,2,2,2174.1684885681334,316187288.53507286
3,1,Manufacturing,11,Metals Manufacturing,0,000,00000,United States,2010,3321,Forging and Stamping,3,3,88567.82158742001,9390572835.047
3,1,Manufacturing,13,x-All Other Manufacturing,0,000,00000,United States,2009,3162,Footwear Manufacturing,3,3,14912.4178914,795391509.745
3,2,Logistics,14,Wholesale Distribution,00,000,14020,Bloomington MSA,2019,4242,Drugs and Druggists' Sundries Merchant Wholesalers,3,3,10.4737736611,10548021.7554
3,1,Manufacturing,4,Consumer Products Manufacturing,00,000,18020,Columbus MSA,2009,3399,Other Miscellaneous Manufacturing,3,3,14.202575032039999,1915376.2300121
2,1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2011,000000,,2,2,8557.050309690288,2130590936.7462728
3,1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,00,000,34620,Muncie MSA,2023,3361,Motor Vehicle Manufacturing,3,3,0.0,0.0
3,2,Logistics,7,Freight Transportation and Logistics,00,000,18020,Columbus MSA,2018,4811,Scheduled Air Transportation,3,3,0.0,40995.1995204
3,1,Manufacturing,5,Electronic Components and Products Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,2016,3344,Semiconductor and Other Electronic Component Manufacturing,3,3,19.94578073238,1438180.0786074
3,1,Manufacturing,1,Agbiosciences Manufacturing,00,000,45460,Terre Haute MSA,2016,3112,Grain and Oilseed Milling,3,3,0.0,0.0
3,1,Manufacturing,5,Electronic Components and Products Manufacturing,00,000,14020,Bloomington MSA,2008,3353,Electrical Equipment Manufacturing,3,3,0.0,39740.6465949
3,1,Manufacturing,10,Life Sciences Manufacturing,00,000,31140,Louisville/Jefferson County MSA,2012,3254,Pharmaceutical and Medicine Manufacturing,3,3,14.08326083775,8437844.947531
3,1,Manufacturing,9,Industrial Machinery Manufacturing,00,000,45460,Terre Haute MSA,2015,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",3,3,24.9942073245,3034987.91915
3,2,Logistics,14,Wholesale Distribution,00,000,29200,Lafayette-West Lafayette MSA,2008,4232,Furniture and Home Furnishing Merchant Wholesalers,3,3,11.346403162240001,1248110.852579
3,1,Manufacturing,8,Furniture and Wood Products Manufacturing,00,000,17140,Cincinnati MSA,2022,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3,3,757.1946354729,62602430.360584
3,1,Manufacturing,11,Metals Manufacturing,0,000,00000,United States,2016,3326,Spring and Wire Product Manufacturing,3,3,42503.5255889,3326690517.15
3,1,Manufacturing,5,Electronic Components and Products Manufacturing,0,000,00000,United States,2007,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",3,3,180108.5021076,22643364754.17
3,1,Manufacturing,4,Consumer Products Manufacturing,18,000,00000,Indiana,2008,3391,Medical Equipment and Supplies Manufacturing,3,3,1251.41666905,68323874.7621
3,1,Manufacturing,10,Life Sciences Manufacturing,00,000,31140,Louisville/Jefferson County MSA,2023,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",3,3,75.7891854428,17015337.200855102
3,1,Manufacturing,13,x-All Other Manufacturing,00,000,21140,Elkhart-Goshen MSA,2020,3279,Other Nonmetallic Mineral Product Manufacturing,3,3,253.16666651376028,32793279.79137565
3,2,Logistics,7,Freight Transportation and Logistics,00,000,31140,Louisville/Jefferson County MSA,2019,4832,Inland Water Transportation,3,3,957.829999374,208798022.502
3,1,Manufacturing,1,Agbiosciences Manufacturing,00,000,45460,Terre Haute MSA,2011,3111,Animal Food Manufacturing,3,3,57.3900874086,9417963.6863
2,2,Logistics,7,Freight Transportation and Logistics,00,000,29020,Kokomo MSA,2014,000000,,2,2,601.7838508296,54770915.943170704
3,1,Manufacturing,4,Consumer Products Manufacturing,00,000,17140,Cincinnati MSA,2014,3399,Other Miscellaneous Manufacturing,3,3,1017.54606840066,95304330.0718014
3,1,Manufacturing,4,Consumer Products Manufacturing,0,000,00000,United States,2020,3339,Other General Purpose Machinery Manufacturing,3,3,9688.85623057,1514935196.76
3,1,Manufacturing,11,Metals Manufacturing,00,000,31140,Louisville/Jefferson County MSA,2012,3313,Alumina and Aluminum Production and Processing,3,3,1025.964787833,124001502.0067
