display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,posting_hourly_wage
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,111991,Sugar Beet Farming,1.0,1.28,
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,31140,Louisville/Jefferson County MSA,2023,114111,Finfish Fishing,1.0,1.52,15.5
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",18,000,00000,Indiana,2023,111219,Other Vegetable (except Potato) and Melon Farming,1.0,1.1,17.0461538462
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,31140,Louisville/Jefferson County MSA,2023,112210,Hog and Pig Farming,1.0,1.34,19.2615384615
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,16980,Chicago-Naperville-Elgin MSA,2023,311919,Other Snack Food Manufacturing,1.0,1.32,20.0
3,4,Plant Science and Crop Protection,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",00,000,29200,Lafayette-West Lafayette MSA,2023,325311,Nitrogenous Fertilizer Manufacturing,2.0,2.01,31.1384615385
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,31140,Louisville/Jefferson County MSA,2023,111998,All Other Miscellaneous Crop Farming,1.0,1.3,20.4923076923
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,112210,Hog and Pig Farming,1.0,1.34,21.4769230769
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,29200,Lafayette-West Lafayette MSA,2023,115310,Support Activities for Forestry,1.0,1.57,41.2307692308
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,45460,Terre Haute MSA,2023,311520,Ice Cream and Frozen Dessert Manufacturing,1.0,1.19,
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,29020,Kokomo MSA,2023,311811,Retail Bakeries,1.0,1.25,
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,1.0,1.0,22.562355769230003
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,21140,Elkhart-Goshen MSA,2023,311710,Seafood Product Preparation and Packaging,1.0,1.24,
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,31140,Louisville/Jefferson County MSA,2023,112990,All Other Animal Production,1.0,1.48,21.2307692308
3,4,Plant Science and Crop Protection,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",00,000,21140,Elkhart-Goshen MSA,2023,325320,Pesticide and Other Agricultural Chemical Manufacturing,2.0,2.05,17.0461538462
3,1,"Agricultural Production, Distribution and Processing",4245,Farm Product Raw Material Merchant Wholesalers,00,000,16980,Chicago-Naperville-Elgin MSA,2023,424520,Livestock Merchant Wholesalers,6.0,6.02,19.2307692308
3,4,Plant Science and Crop Protection,1151,Support Activities for Crop Production,00,000,29200,Lafayette-West Lafayette MSA,2023,115112,"Soil Preparation, Planting, and Cultivating",1.0,1.02,
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",1.0,1.1,20.0
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,17140,Cincinnati MSA,2023,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",1.0,1.35,19.0153846154
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,16980,Chicago-Naperville-Elgin MSA,2023,112910,Apiculture,1.0,1.45,25.8461538462
3,5,"Agricultural Equipment, Technologies, and Systems",333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",1.0,1.03,26.4
3,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,33140,Michigan City-La Porte MSA,2023,311119,Other Animal Food Manufacturing,2.0,2.02,19.0
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,2023,311421,Fruit and Vegetable Canning,1.0,1.12,18.5230769231
3,2,Value-Added Food and Nutrition,312,Beverage and Tobacco Product Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,2023,312140,Distilleries,2.0,2.06,
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,311351,Chocolate and Confectionery Manufacturing from Cacao Beans,1.0,1.08,24.0384615385
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,31140,Louisville/Jefferson County MSA,2023,311314,Cane Sugar Manufacturing,1.0,1.06,27.7399038462
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",0,000,00000,United States,2023,113310,Logging,1.0,1.51,21.3538461538
2,3,Animal Health and Nutrition,3254,Pharmaceutical and Medicine Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2023,000000,,3.0,3.023333,1.1800288461533333
2,2,Value-Added Food and Nutrition,312,Beverage and Tobacco Product Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,2.0,2.04,19.630769230757146
3,2,Value-Added Food and Nutrition,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,424810,Beer and Ale Merchant Wholesalers,4.0,4.01,17.0461538462
3,1,"Agricultural Production, Distribution and Processing",4245,Farm Product Raw Material Merchant Wholesalers,00,000,21140,Elkhart-Goshen MSA,2023,424510,Grain and Field Bean Merchant Wholesalers,6.0,6.01,
2,4,Plant Science and Crop Protection,1151,Support Activities for Crop Production,00,000,17140,Cincinnati MSA,2023,000000,,1.0,1.035,29.13999999998
2,1,"Agricultural Production, Distribution and Processing",321113,Sawmills,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,3.0,3.01,27.5692307692
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,45460,Terre Haute MSA,2023,111219,Other Vegetable (except Potato) and Melon Farming,1.0,1.1,8.97980769231
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,33140,Michigan City-La Porte MSA,2023,311999,All Other Miscellaneous Food Manufacturing,1.0,1.38,
2,1,"Agricultural Production, Distribution and Processing",325193,Ethyl Alcohol Manufacturing,00,000,45460,Terre Haute MSA,2023,000000,,5.0,5.01,
3,4,Plant Science and Crop Protection,1151,Support Activities for Crop Production,00,000,29020,Kokomo MSA,2023,115116,Farm Management Services,1.0,1.06,
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,31140,Louisville/Jefferson County MSA,2023,111140,Wheat Farming,1.0,1.04,15.1384615385
3,2,Value-Added Food and Nutrition,4244,Grocery and Related Product Merchant Wholesalers,00,000,21140,Elkhart-Goshen MSA,2023,424470,Meat and Meat Product Merchant Wholesalers,3.0,3.01,17.0461538462
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,16980,Chicago-Naperville-Elgin MSA,2023,114210,Hunting and Trapping,1.0,1.55,19.0153846154
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,43780,South Bend-Mishawaka MSA,2023,112120,Dairy Cattle and Milk Production,1.0,1.33,
3,4,Plant Science and Crop Protection,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",00,000,14020,Bloomington MSA,2023,325311,Nitrogenous Fertilizer Manufacturing,2.0,2.01,25.0
2,4,Plant Science and Crop Protection,424910,Farm Supplies Merchant Wholesalers,18,000,00000,Indiana,2023,000000,,3.0,3.01,18.5230769231
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",0,000,00000,United States,2023,111332,Grape Vineyards,1.0,1.14,21.6
3,2,Value-Added Food and Nutrition,4244,Grocery and Related Product Merchant Wholesalers,00,000,31140,Louisville/Jefferson County MSA,2023,424460,Fish and Seafood Merchant Wholesalers,3.0,3.07,13.9692307692
3,1,"Agricultural Production, Distribution and Processing",31122,Starch and Vegetable Fats and Oils Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2023,311221,Wet Corn Milling and Starch Manufacturing,2.0,2.01,
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,31140,Louisville/Jefferson County MSA,2023,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",1.0,1.35,16.1846153846
3,5,"Agricultural Equipment, Technologies, and Systems",333111,Farm Machinery and Equipment Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,333111,Farm Machinery and Equipment Manufacturing,1.0,1.01,30.7076923077
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,17140,Cincinnati MSA,2023,115310,Support Activities for Forestry,1.0,1.57,30.7076923077
3,4,Plant Science and Crop Protection,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",00,000,43780,South Bend-Mishawaka MSA,2023,325312,Phosphatic Fertilizer Manufacturing,2.0,2.02,
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,113110,Timber Tract Operations,1.0,1.49,26.8307692308
0,0,Agbiosciences Total,,,00,000,29020,Kokomo MSA,2023,000000,,0.0,0.0,20.358042692304956
3,2,Value-Added Food and Nutrition,312,Beverage and Tobacco Product Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2023,312113,Ice Manufacturing,2.0,2.04,19.0153846154
3,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,0,000,00000,United States,2023,311119,Other Animal Food Manufacturing,2.0,2.02,20.9846153846
3,5,"Agricultural Equipment, Technologies, and Systems",423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,00,000,31140,Louisville/Jefferson County MSA,2023,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,2.0,2.01,28.4923076923
2,1,"Agricultural Production, Distribution and Processing",322110,Pulp Mills,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,4.0,4.01,20.2461538462
2,1,"Agricultural Production, Distribution and Processing",325193,Ethyl Alcohol Manufacturing,00,000,31140,Louisville/Jefferson County MSA,2023,000000,,5.0,5.01,17.9692307692
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,17140,Cincinnati MSA,2023,112910,Apiculture,1.0,1.45,
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,33140,Michigan City-La Porte MSA,2023,111339,Other Noncitrus Fruit Farming,1.0,1.19,
3,2,Value-Added Food and Nutrition,4244,Grocery and Related Product Merchant Wholesalers,00,000,14020,Bloomington MSA,2023,424480,Fresh Fruit and Vegetable Merchant Wholesalers,3.0,3.08,33.75
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,18,000,00000,Indiana,2023,311230,Breakfast Cereal Manufacturing,1.0,1.04,11.4461538462
3,1,"Agricultural Production, Distribution and Processing",4245,Farm Product Raw Material Merchant Wholesalers,00,000,23060,Fort Wayne MSA,2023,424590,Other Farm Product Raw Material Merchant Wholesalers,6.0,6.03,31.6057692308
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,21140,Elkhart-Goshen MSA,2023,311421,Fruit and Vegetable Canning,1.0,1.12,24.4923076923
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,0,000,00000,United States,2023,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",1.0,1.29,20.9846153846
3,1,"Agricultural Production, Distribution and Processing",31122,Starch and Vegetable Fats and Oils Manufacturing,18,000,00000,Indiana,2023,311221,Wet Corn Milling and Starch Manufacturing,2.0,2.01,41.2923076923
3,2,Value-Added Food and Nutrition,4244,Grocery and Related Product Merchant Wholesalers,0,000,00000,United States,2023,424450,Confectionery Merchant Wholesalers,3.0,3.06,20.0
3,5,"Agricultural Equipment, Technologies, and Systems",333111,Farm Machinery and Equipment Manufacturing,00,000,21140,Elkhart-Goshen MSA,2023,333111,Farm Machinery and Equipment Manufacturing,1.0,1.01,24.4923076923
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,18,000,00000,Indiana,2023,311920,Coffee and Tea Manufacturing,1.0,1.33,16.0615384615
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,31140,Louisville/Jefferson County MSA,2023,113110,Timber Tract Operations,1.0,1.49,46.875
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,1.0,1.01,
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,0,000,00000,United States,2023,000000,,1.0,1.01,18.0615384615
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",18,000,00000,Indiana,2023,111991,Sugar Beet Farming,1.0,1.28,
3,4,Plant Science and Crop Protection,1151,Support Activities for Crop Production,00,000,31140,Louisville/Jefferson County MSA,2023,115115,Farm Labor Contractors and Crew Leaders,1.0,1.05,17.7846153846
3,2,Value-Added Food and Nutrition,312,Beverage and Tobacco Product Manufacturing,00,000,21140,Elkhart-Goshen MSA,2023,312120,Breweries,2.0,2.01,13.9692307692
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",18,000,00000,Indiana,2023,111419,Other Food Crops Grown Under Cover,1.0,1.21,16.0615384615
3,1,"Agricultural Production, Distribution and Processing",31122,Starch and Vegetable Fats and Oils Manufacturing,0,000,00000,United States,2023,311225,Fats and Oils Refining and Blending,2.0,2.03,25.1692307692
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,45460,Terre Haute MSA,2023,111998,All Other Miscellaneous Crop Farming,1.0,1.3,32.5
2,4,Plant Science and Crop Protection,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,2.0,2.0275,23.04615384615
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,33140,Michigan City-La Porte MSA,2023,000000,,2.0,2.02,19.0
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,43780,South Bend-Mishawaka MSA,2023,111191,Oilseed and Grain Combination Farming,1.0,1.07,19.75
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,5.0,5.01,18.0
2,2,Value-Added Food and Nutrition,312,Beverage and Tobacco Product Manufacturing,00,000,45460,Terre Haute MSA,2023,000000,,2.0,2.038,21.47884615385
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,0,000,00000,United States,2023,311513,Cheese Manufacturing,1.0,1.17,23.8153846154
3,4,Plant Science and Crop Protection,424910,Farm Supplies Merchant Wholesalers,00,000,18020,Columbus MSA,2023,424910,Farm Supplies Merchant Wholesalers,3.0,3.01,
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2023,311422,Specialty Canning,1.0,1.13,
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,21140,Elkhart-Goshen MSA,2023,000000,,5.0,5.01,
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,21780,Evansville MSA,2023,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",1.0,1.1,20.0
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,17140,Cincinnati MSA,2023,112330,Turkey Production,1.0,1.37,55.2884615385
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,2023,000000,,1.0,1.0,21.497324950692303
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,16980,Chicago-Naperville-Elgin MSA,2023,112112,Cattle Feedlots,1.0,1.32,24.0
2,1,"Agricultural Production, Distribution and Processing",325193,Ethyl Alcohol Manufacturing,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,5.0,5.01,37.5384615385
3,2,Value-Added Food and Nutrition,4244,Grocery and Related Product Merchant Wholesalers,00,000,21140,Elkhart-Goshen MSA,2023,424420,Packaged Frozen Food Merchant Wholesalers,3.0,3.03,21.3538461538
3,4,Plant Science and Crop Protection,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",00,000,17140,Cincinnati MSA,2023,325320,Pesticide and Other Agricultural Chemical Manufacturing,2.0,2.05,16.1846153846
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,23060,Fort Wayne MSA,2023,311340,Nonchocolate Confectionery Manufacturing,1.0,1.07,18.4
3,2,Value-Added Food and Nutrition,4244,Grocery and Related Product Merchant Wholesalers,18,000,00000,Indiana,2023,424460,Fish and Seafood Merchant Wholesalers,3.0,3.07,16.8
3,2,Value-Added Food and Nutrition,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",00,000,17140,Cincinnati MSA,2023,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,4.0,4.02,20.4923076923
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,18,000,00000,Indiana,2023,311313,Beet Sugar Manufacturing,1.0,1.05,23.4846153846
2,2,Value-Added Food and Nutrition,312,Beverage and Tobacco Product Manufacturing,00,000,29020,Kokomo MSA,2023,000000,,2.0,2.033333,18.169230769233334
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,311314,Cane Sugar Manufacturing,1.0,1.06,
3,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,14020,Bloomington MSA,2023,311111,Dog and Cat Food Manufacturing,2.0,2.01,
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,1.0,1.0,20.378657280217855
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,17140,Cincinnati MSA,2023,112112,Cattle Feedlots,1.0,1.32,
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,16980,Chicago-Naperville-Elgin MSA,2023,311314,Cane Sugar Manufacturing,1.0,1.06,28.0
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0.0,0.0,19.720668076922596
3,1,"Agricultural Production, Distribution and Processing",31122,Starch and Vegetable Fats and Oils Manufacturing,00,000,21780,Evansville MSA,2023,311221,Wet Corn Milling and Starch Manufacturing,2.0,2.01,
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,34620,Muncie MSA,2023,311230,Breakfast Cereal Manufacturing,1.0,1.04,11.5
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,18,000,00000,Indiana,2023,000000,,5.0,5.01,20.4923076923
3,2,Value-Added Food and Nutrition,312,Beverage and Tobacco Product Manufacturing,00,000,43780,South Bend-Mishawaka MSA,2023,312112,Bottled Water Manufacturing,2.0,2.03,20.0
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,17140,Cincinnati MSA,2023,311999,All Other Miscellaneous Food Manufacturing,1.0,1.38,21.6
3,4,Plant Science and Crop Protection,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",00,000,16980,Chicago-Naperville-Elgin MSA,2023,325320,Pesticide and Other Agricultural Chemical Manufacturing,2.0,2.05,27.6307692308
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,34620,Muncie MSA,2023,111219,Other Vegetable (except Potato) and Melon Farming,1.0,1.1,12.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,45460,Terre Haute MSA,2023,000000,,1.0,1.01,18.8307692308
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,00,000,16980,Chicago-Naperville-Elgin MSA,2023,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",1.0,1.27,21.9692307692
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,18,000,00000,Indiana,2023,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",1.0,1.27,28.8615384615
3,4,Plant Science and Crop Protection,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",00,000,31140,Louisville/Jefferson County MSA,2023,325311,Nitrogenous Fertilizer Manufacturing,2.0,2.01,26.4
3,2,Value-Added Food and Nutrition,4244,Grocery and Related Product Merchant Wholesalers,0,000,00000,United States,2023,424480,Fresh Fruit and Vegetable Merchant Wholesalers,3.0,3.08,20.7692307692
3,1,"Agricultural Production, Distribution and Processing",11,"Agriculture, Forestry, Fishing and Hunting",00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,111199,All Other Grain Farming,1.0,1.08,17.5384615385
1,5,"Agricultural Equipment, Technologies, and Systems",,,00,000,29020,Kokomo MSA,2023,000000,,1.0,1.0,24.0
3,2,Value-Added Food and Nutrition,312,Beverage and Tobacco Product Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,312120,Breweries,2.0,2.01,14.9538461538
3,2,Value-Added Food and Nutrition,311,Food Manufacturing,0,000,00000,United States,2023,311812,Commercial Bakeries,1.0,1.26,19.2923076923
