display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,NAICS,naics_title,Year,group_by_sort,wages
0,0,Total Agbiosciences,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2022,0.0,82863.5841666785
0,0,Total Agbiosciences,,,00,000,33140,Michigan City-La Porte MSA,000000,,2020,0.0,57264.055008361465
0,0,Total Agbiosciences,,,00,000,33140,Michigan City-La Porte MSA,000000,,2022,0.0,61001.678086747255
0,0,Total Agbiosciences,,,00,000,34620,Muncie MSA,000000,,2023,0.0,65002.335506306874
0,0,Total Agbiosciences,,,00,000,34620,Muncie MSA,000000,,2024,0.0,67413.36338397788
0,0,Total Agbiosciences,,,18,000,00000,Indiana,000000,,2021,0.0,65390.021302743444
0,0,Total Agbiosciences,,,18,000,00000,Indiana,000000,,2024,0.0,74839.00868248816
0,0,Total Agbiosciences,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2021,0.0,89747.75826922712
0,0,Total Agbiosciences,,,00,000,23060,Fort Wayne MSA,000000,,2023,0.0,63171.677359163616
0,0,Total Agbiosciences,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2023,0.0,80652.68835554598
0,0,Total Agbiosciences,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2020,0.0,56433.978385381204
0,0,Total Agbiosciences,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2020,0.0,72443.99890965254
0,0,Total Agbiosciences,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2022,0.0,76432.10002839466
0,0,Total Agbiosciences,,,00,000,29020,Kokomo MSA,000000,,2024,0.0,76936.34402465269
0,0,Total Agbiosciences,,,00,000,18020,Columbus MSA,000000,,2021,0.0,63971.20870090093
0,0,Total Agbiosciences,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2024,0.0,62959.422108218096
0,0,Total Agbiosciences,,,0,000,00000,United States,000000,,2021,0.0,66581.77877000047
0,0,Total Agbiosciences,,,00,000,17140,Cincinnati MSA,000000,,2020,0.0,76210.62846259608
0,0,Total Agbiosciences,,,00,000,17140,Cincinnati MSA,000000,,2021,0.0,78329.1931256128
0,0,Total Agbiosciences,,,00,000,18020,Columbus MSA,000000,,2020,0.0,58996.5650809476
0,0,Total Agbiosciences,,,00,000,23060,Fort Wayne MSA,000000,,2024,0.0,67941.54567682766
0,0,Total Agbiosciences,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2021,0.0,73211.679547072
0,0,Total Agbiosciences,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2024,0.0,83771.06208393587
0,0,Total Agbiosciences,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2021,0.0,57825.96894894745
0,0,Total Agbiosciences,,,00,000,45460,Terre Haute MSA,000000,,2023,0.0,67634.18959078372
0,0,Total Agbiosciences,,,00,000,14020,Bloomington MSA,000000,,2022,0.0,58225.40839625154
0,0,Total Agbiosciences,,,00,000,14020,Bloomington MSA,000000,,2024,0.0,65210.42642082581
0,0,Total Agbiosciences,,,00,000,21140,Elkhart-Goshen MSA,000000,,2024,0.0,67856.58745827789
0,0,Total Agbiosciences,,,00,000,21780,Evansville MSA,000000,,2024,0.0,90801.62239503654
0,0,Total Agbiosciences,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2023,0.0,84786.84901631244
0,0,Total Agbiosciences,,,00,000,33140,Michigan City-La Porte MSA,000000,,2023,0.0,63184.54699385752
0,0,Total Agbiosciences,,,00,000,21780,Evansville MSA,000000,,2020,0.0,74785.31836543664
0,0,Total Agbiosciences,,,00,000,29020,Kokomo MSA,000000,,2021,0.0,53439.55146625537
0,0,Total Agbiosciences,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2024,0.0,82009.17252164902
0,0,Total Agbiosciences,,,00,000,33140,Michigan City-La Porte MSA,000000,,2021,0.0,59854.119802753376
0,0,Total Agbiosciences,,,00,000,34620,Muncie MSA,000000,,2021,0.0,55448.87741935167
0,0,Total Agbiosciences,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2023,0.0,60760.910691393365
0,0,Total Agbiosciences,,,00,000,21140,Elkhart-Goshen MSA,000000,,2021,0.0,62381.77708189371
0,0,Total Agbiosciences,,,00,000,21140,Elkhart-Goshen MSA,000000,,2022,0.0,66289.85392045906
0,0,Total Agbiosciences,,,00,000,21780,Evansville MSA,000000,,2022,0.0,81371.7750798544
0,0,Total Agbiosciences,,,00,000,21780,Evansville MSA,000000,,2023,0.0,86520.25731661571
0,0,Total Agbiosciences,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2024,0.0,90441.70897461666
0,0,Total Agbiosciences,,,00,000,34620,Muncie MSA,000000,,2022,0.0,64559.46561282502
0,0,Total Agbiosciences,,,00,000,45460,Terre Haute MSA,000000,,2020,0.0,60952.20660631922
0,0,Total Agbiosciences,,,18,000,00000,Indiana,000000,,2022,0.0,68887.3473378882
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2020,1.0,50395.6740386965
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2021,1.0,53351.762881969655
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2022,1.0,55901.99735487407
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2023,1.0,57967.90553946768
1,1,"Agricultural Production, Distribution and Processing",,,0,000,00000,United States,000000,,2024,1.0,59729.26734979971
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2020,1.0,41440.075315644404
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2021,1.0,43599.29414858484
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2022,1.0,46995.069801197096
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2023,1.0,48283.59041607962
1,1,"Agricultural Production, Distribution and Processing",,,00,000,14020,Bloomington MSA,000000,,2024,1.0,47688.314966337275
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2020,1.0,76866.78618539483
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2021,1.0,74863.90995624545
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2022,1.0,83427.4675860197
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2023,1.0,87667.90578060031
1,1,"Agricultural Production, Distribution and Processing",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2024,1.0,92669.9351185543
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2020,1.0,46091.16858843365
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2021,1.0,49380.03810375438
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2022,1.0,57522.103333501116
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2023,1.0,59734.01901199488
1,1,"Agricultural Production, Distribution and Processing",,,00,000,17140,Cincinnati MSA,000000,,2024,1.0,59569.588545930965
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2020,1.0,54061.61603786967
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2021,1.0,64293.12289022562
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2022,1.0,56467.528792232406
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2023,1.0,57857.62938583024
1,1,"Agricultural Production, Distribution and Processing",,,00,000,18020,Columbus MSA,000000,,2024,1.0,53703.66174317306
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2020,1.0,45609.212888989205
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2021,1.0,47991.72392712458
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2022,1.0,51261.7612126547
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2023,1.0,52880.90466497086
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21140,Elkhart-Goshen MSA,000000,,2024,1.0,53865.64161364831
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2020,1.0,74566.82577402834
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2021,1.0,80982.16678363243
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2022,1.0,81332.81257527226
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2023,1.0,86274.25480425135
1,1,"Agricultural Production, Distribution and Processing",,,00,000,21780,Evansville MSA,000000,,2024,1.0,78278.79565706656
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2020,1.0,45292.405395151516
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2021,1.0,47208.12924283858
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2022,1.0,52881.299315900884
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2023,1.0,53495.99839292585
1,1,"Agricultural Production, Distribution and Processing",,,00,000,23060,Fort Wayne MSA,000000,,2024,1.0,57166.9732819216
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2020,1.0,69940.09192474562
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2021,1.0,69977.36292871357
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2022,1.0,73062.3869805237
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2023,1.0,76932.30847388522
1,1,"Agricultural Production, Distribution and Processing",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2024,1.0,79900.4114479391
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2020,1.0,48033.02619888447
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2021,1.0,52912.523163203914
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2022,1.0,56530.937436390705
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2023,1.0,65732.85093847684
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29020,Kokomo MSA,000000,,2024,1.0,64941.490456725696
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2020,1.0,74491.17279511166
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2021,1.0,74972.41525773499
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2022,1.0,77735.53387622528
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2023,1.0,86544.67306641836
1,1,"Agricultural Production, Distribution and Processing",,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2024,1.0,89469.40042666366
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2020,1.0,36899.29877576755
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2021,1.0,40628.57681752559
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2022,1.0,44518.57492850913
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2023,1.0,48487.14252912294
1,1,"Agricultural Production, Distribution and Processing",,,00,000,31140,Louisville/Jefferson County MSA,000000,,2024,1.0,48953.46507485704
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2020,1.0,45301.34990086459
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2021,1.0,50814.068834421596
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2022,1.0,49629.71580345574
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2023,1.0,50722.01560383961
1,1,"Agricultural Production, Distribution and Processing",,,00,000,33140,Michigan City-La Porte MSA,000000,,2024,1.0,54110.95390689577
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2020,1.0,52475.04393910385
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2021,1.0,55811.91629075391
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2022,1.0,58790.866824309065
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2023,1.0,57424.467459247106
1,1,"Agricultural Production, Distribution and Processing",,,00,000,34620,Muncie MSA,000000,,2024,1.0,58164.35650361011
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2020,1.0,44580.22588517714
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2021,1.0,46708.83210668419
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2022,1.0,47150.11498056448
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2023,1.0,48012.66600551097
1,1,"Agricultural Production, Distribution and Processing",,,00,000,43780,South Bend-Mishawaka MSA,000000,,2024,1.0,48998.71483667449
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2020,1.0,51033.311944938556
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2021,1.0,55463.638938128475
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2022,1.0,57938.58859532709
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2023,1.0,59281.16475631684
1,1,"Agricultural Production, Distribution and Processing",,,00,000,45460,Terre Haute MSA,000000,,2024,1.0,59443.20496054406
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2020,1.0,57704.12055788065
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2021,1.0,59038.38595175883
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2022,1.0,62537.44502923995
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2023,1.0,66008.9438312834
1,1,"Agricultural Production, Distribution and Processing",,,18,000,00000,Indiana,000000,,2024,1.0,68639.91172321793
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2020,1.0,69440.35760294404
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2021,1.0,72654.41524111484
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2022,1.0,75479.15573729403
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2023,1.0,77606.05475730654
1,2,Value-Added Food and Nutrition,,,0,000,00000,United States,000000,,2024,1.0,80428.04653677215
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2020,1.0,52330.06119068391
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2021,1.0,53124.54235379991
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2022,1.0,56253.13544425126
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2023,1.0,59080.64632697852
1,2,Value-Added Food and Nutrition,,,00,000,14020,Bloomington MSA,000000,,2024,1.0,65129.93506524552
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2020,1.0,84916.35524508986
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2021,1.0,89160.30714668018
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2022,1.0,90445.54020588002
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2023,1.0,92643.19613859407
1,2,Value-Added Food and Nutrition,,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2024,1.0,94455.36575132815
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2020,1.0,78200.06402366186
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2021,1.0,80452.67472168774
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2022,1.0,83862.45727678535
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2023,1.0,86574.86138200271
1,2,Value-Added Food and Nutrition,,,00,000,17140,Cincinnati MSA,000000,,2024,1.0,87030.86075009138
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2020,1.0,59838.1639950623
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2021,1.0,63524.16524877299
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2022,1.0,66456.37044314544
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2023,1.0,73463.58775216159
1,2,Value-Added Food and Nutrition,,,00,000,18020,Columbus MSA,000000,,2024,1.0,90615.80945346947
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2020,1.0,59311.39381843419
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2021,1.0,64269.385547926824
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2022,1.0,68750.15122597963
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2023,1.0,70439.69757694783
1,2,Value-Added Food and Nutrition,,,00,000,21140,Elkhart-Goshen MSA,000000,,2024,1.0,70417.37763994404
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2020,1.0,73049.64535512289
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2021,1.0,76384.95957845444
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2022,1.0,79510.28558138855
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2023,1.0,84382.25751421566
1,2,Value-Added Food and Nutrition,,,00,000,21780,Evansville MSA,000000,,2024,1.0,90900.65206033763
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2020,1.0,58006.38799344709
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2021,1.0,60467.48273125308
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2022,1.0,60402.416704446776
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2023,1.0,63373.05791524406
1,2,Value-Added Food and Nutrition,,,00,000,23060,Fort Wayne MSA,000000,,2024,1.0,67593.0281333193
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2020,1.0,69124.656368374
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2021,1.0,69312.57834675469
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2022,1.0,72802.66421113924
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2023,1.0,76078.72752401484
1,2,Value-Added Food and Nutrition,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2024,1.0,78339.42088278511
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2020,1.0,51570.557904644695
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2021,1.0,49918.06639826255
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2022,1.0,82034.19795909786
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2023,1.0,76730.672365717
1,2,Value-Added Food and Nutrition,,,00,000,29020,Kokomo MSA,000000,,2024,1.0,78049.9561125565
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2020,1.0,60708.01677202544
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2021,1.0,59967.12333459119
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2022,1.0,60939.67195111108
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2023,1.0,62080.01600992717
1,2,Value-Added Food and Nutrition,,,00,000,29200,Lafayette-West Lafayette MSA,000000,,2024,1.0,68546.95638092072
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2020,1.0,86695.67313174109
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2021,1.0,86886.60821357735
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2022,1.0,88472.80705325422
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2023,1.0,88952.47429189272
1,2,Value-Added Food and Nutrition,,,00,000,31140,Louisville/Jefferson County MSA,000000,,2024,1.0,96202.40915569582
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2020,1.0,59552.248006932234
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2021,1.0,61363.61889602478
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2022,1.0,62210.145543875275
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2023,1.0,65123.51330043723
1,2,Value-Added Food and Nutrition,,,00,000,33140,Michigan City-La Porte MSA,000000,,2024,1.0,66576.93110782727
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2020,1.0,51330.49555909027
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2021,1.0,46712.78501974234
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2022,1.0,51110.22706830171
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2023,1.0,52249.581085616606
1,2,Value-Added Food and Nutrition,,,00,000,34620,Muncie MSA,000000,,2024,1.0,56403.962841082524
1,2,Value-Added Food and Nutrition,,,00,000,43780,South Bend-Mishawaka MSA,000000,,2020,1.0,57664.065795361945
