statefips,metrofips,geo_name,year,month,year_month,year_month_dateFormat,labor,month_name,card1_title,month_year_title,LFPR 25-44,LFPR 25-54,LFPR 25-64,LFPR 16+
0,00000,United States,2014,02,201402,2014-02-01,155483000.0,February,United States Labor Force Participation,Feb-14,0.7946374492833483,0.7874122172539597,0.7478039715318299,0.629269279802497
0,00000,United States,2014,03,201403,2014-03-01,156028000.0,March,United States Labor Force Participation,Mar-14,0.7974228175220588,0.7901722595634303,0.750425178766607,0.6310331718286162
0,00000,United States,2014,04,201404,2014-04-01,155369000.0,April,United States Labor Force Participation,Apr-14,0.7940548217985538,0.7868348873029879,0.7472556823120783,0.6279082925488706
0,00000,United States,2014,05,201405,2014-05-01,155684000.0,May,United States Labor Force Participation,May-14,0.7956647135328544,0.7884301411148836,0.7487706919982339,0.6287163499204432
0,00000,United States,2014,06,201406,2014-06-01,155707000.0,June,United States Labor Force Participation,Jun-14,0.7957822611832953,0.7885466199646411,0.748881311753096,0.6283220479876036
0,00000,United States,2014,07,201407,2014-07-01,156007000.0,July,United States Labor Force Participation,Jul-14,0.7973154914064388,0.7900659093093039,0.7503241781208633,0.6290021489942464
0,00000,United States,2014,08,201408,2014-08-01,156130000.0,August,United States Labor Force Participation,Aug-14,0.7979441157979276,0.7906888179406155,0.7509157533316477,0.6289756636009491
0,00000,United States,2014,09,201409,2014-09-01,156040000.0,September,United States Labor Force Participation,Sep-14,0.7974841467309846,0.7902330311372168,0.7504828934213176,0.6280640461106236
0,00000,United States,2014,10,201410,2014-10-01,156417000.0,October,United States Labor Force Participation,Oct-14,0.7994109060447347,0.7921422714136762,0.7522960954901451,0.6290472417828575
0,00000,United States,2014,11,201411,2014-11-01,156494000.0,November,United States Labor Force Participation,Nov-14,0.7998044351353416,0.7925322223454729,0.7526664311912052,0.6288839594283969
0,00000,United States,2014,12,201412,2014-12-01,156332000.0,December,United States Labor Force Participation,Dec-14,0.7989764908148441,0.7917118060993551,0.751887283352611,0.6277712858445068
0,00000,United States,2015,01,201501,2015-01-01,157030000.0,January,United States Labor Force Participation,Jan-15,0.7975307778584869,0.7902320646152599,0.7496231557392073,0.6288167289356608
0,00000,United States,2015,02,201502,2015-02-01,156644000.0,February,United States Labor Force Participation,Feb-15,0.7955703443091436,0.788289572244748,0.7477804853060713,0.626829239012561
0,00000,United States,2015,03,201503,2015-03-01,156643000.0,March,United States Labor Force Participation,Mar-15,0.7955652654657516,0.7882845398810938,0.7477757115484726,0.6263715611004478
0,00000,United States,2015,04,201504,2015-04-01,157060000.0,April,United States Labor Force Participation,Apr-15,0.7976831431602494,0.7903830355248852,0.7497663684671713,0.6275722631120487
0,00000,United States,2015,05,201505,2015-05-01,157651000.0,May,United States Labor Force Participation,May-15,0.8006847396049692,0.7933571624445033,0.7525876592080607,0.629458385737957
0,00000,United States,2015,06,201506,2015-06-01,157062000.0,June,United States Labor Force Participation,Jun-15,0.7976933008470335,0.7903931002521936,0.7497759159823689,0.6265862931505648
0,00000,United States,2015,07,201507,2015-07-01,156997000.0,July,United States Labor Force Participation,Jul-15,0.7973631760265483,0.7900659966146721,0.749465621738447,0.6257952135716449
0,00000,United States,2015,08,201508,2015-08-01,157172000.0,August,United States Labor Force Participation,Aug-15,0.7982519736201624,0.790946660254153,0.7503010293182366,0.6259438621085163
0,00000,United States,2015,09,201509,2015-09-01,156733000.0,September,United States Labor Force Participation,Sep-15,0.7960223613710389,0.7887374526099696,0.7482053497323644,0.6236267780761962
0,00000,United States,2015,10,201510,2015-10-01,157167000.0,October,United States Labor Force Participation,Oct-15,0.798226579403202,0.790921498435882,0.7502771605302426,0.624816630290887
0,00000,United States,2015,11,201511,2015-11-01,157463000.0,November,United States Labor Force Participation,Nov-15,0.799729917047258,0.7924110780775182,0.7516901927794868,0.6254811378089907
0,00000,United States,2015,12,201512,2015-12-01,158035000.0,December,United States Labor Force Participation,Dec-15,0.8026350154675284,0.7952895900877068,0.7544207821259991,0.6272823256700114
0,00000,United States,2016,01,201601,2016-01-01,158280000.0,January,United States Labor Force Participation,Jan-16,0.8002976136163744,0.7932488705329823,0.7520268478763024,0.6271072952531132
0,00000,United States,2016,02,201602,2016-02-01,158640000.0,February,United States Labor Force Participation,Feb-16,0.8021178507966998,0.7950530756971969,0.7537372955970217,0.628085692679856
0,00000,United States,2016,03,201603,2016-03-01,159179000.0,March,United States Labor Force Participation,Mar-16,0.8048431503527981,0.7977543717625069,0.7562982159344321,0.6297434801873655
0,00000,United States,2016,04,201604,2016-04-01,159141000.0,April,United States Labor Force Participation,Apr-16,0.8046510142059858,0.797563927884062,0.756117668675023,0.6290928928050473
0,00000,United States,2016,05,201605,2016-05-01,158784000.0,May,United States Labor Force Participation,May-16,0.8028459456688299,0.7957747577628826,0.7544214746853095,0.6271734064319401
0,00000,United States,2016,06,201606,2016-06-01,158967000.0,June,United States Labor Force Participation,Jun-16,0.803771232902162,0.796691895388025,0.7552909522766752,0.6273436544236909
0,00000,United States,2016,07,201607,2016-07-01,159194000.0,July,United States Labor Force Participation,Jul-16,0.8049189935686448,0.7978295469776825,0.7563694845894622,0.6276870909234288
0,00000,United States,2016,08,201608,2016-08-01,159562000.0,August,United States Labor Force Participation,Aug-16,0.8067796804640885,0.7996738455899907,0.7581179422595309,0.6285581475966501
0,00000,United States,2016,09,201609,2016-09-01,159714000.0,September,United States Labor Force Participation,Sep-16,0.807548225051337,0.8004356211037701,0.758840131297168,0.6285700792235852
0,00000,United States,2016,10,201610,2016-10-01,159605000.0,October,United States Labor Force Participation,Oct-16,0.8069970976828496,0.7998893478734941,0.7583222457372835,0.6275730277877172
0,00000,United States,2016,11,201611,2016-11-01,159506000.0,November,United States Labor Force Participation,Nov-16,0.8064965324582601,0.7993931914533351,0.7578518726140857,0.6266441423744794
0,00000,United States,2016,12,201612,2016-12-01,159678000.0,December,United States Labor Force Participation,Dec-16,0.8073662013333045,0.8002552005873487,0.758669086525096,0.6268224321077797
0,00000,United States,2017,01,201701,2017-01-01,159620000.0,January,United States Labor Force Participation,Jan-17,0.8005917319481378,0.794252930206259,0.7535560312538132,0.6282223848993632
0,00000,United States,2017,02,201702,2017-02-01,159859000.0,February,United States Labor Force Participation,Feb-17,0.8017904628335883,0.795442169965182,0.7546843352976027,0.6287571879203606
0,00000,United States,2017,03,201703,2017-03-01,160137000.0,March,United States Labor Force Participation,Mar-17,0.8031848025246143,0.796825469768448,0.7559967559008388,0.6294347009205468
0,00000,United States,2017,04,201704,2017-04-01,160345000.0,April,United States Labor Force Participation,Apr-17,0.8042280494876843,0.7978604566716113,0.7569787108845552,0.6298215155466872
0,00000,United States,2017,05,201705,2017-05-01,160068000.0,May,United States Labor Force Participation,May-17,0.8028387254070576,0.796482132766918,0.7556710112187406,0.628291733230756
0,00000,United States,2017,06,201706,2017-06-01,160192000.0,June,United States Labor Force Participation,Jun-17,0.8034606610965799,0.7970991441899576,0.756256407459033,0.6283098718607452
0,00000,United States,2017,07,201707,2017-07-01,160462000.0,July,United States Labor Force Participation,Jul-17,0.8048148759044111,0.7984426368046406,0.7575310605628955,0.6288903433653013
0,00000,United States,2017,08,201708,2017-08-01,160586000.0,August,United States Labor Force Participation,Aug-17,0.8054368115939334,0.7990596482276802,0.758116456803188,0.6288686035628551
0,00000,United States,2017,09,201709,2017-09-01,161140000.0,September,United States Labor Force Participation,Sep-17,0.8082154597551868,0.8018162960370665,0.7607318561348169,0.6305319257166558
0,00000,United States,2017,10,201710,2017-10-01,160309000.0,October,United States Labor Force Participation,Oct-17,0.8040474875133067,0.7976813243229869,0.7568087571373735,0.6267799472955748
0,00000,United States,2017,11,201711,2017-11-01,160579000.0,November,United States Labor Force Participation,Nov-17,0.805401702321138,0.7990248169376698,0.7580834102412359,0.6273867059453251
0,00000,United States,2017,12,201712,2017-12-01,160535000.0,December,United States Labor Force Participation,Dec-17,0.8051810154635655,0.7988058774004622,0.7578756889946806,0.626822954288994
0,00000,United States,2018,01,201801,2018-01-01,160914000.0,January,United States Labor Force Participation,Jan-18,0.8065811024285202,0.7996794364328684,0.758015866907017,0.6266609549030299
0,00000,United States,2018,02,201802,2018-02-01,161778000.0,February,United States Labor Force Participation,Feb-18,0.8109119006965284,0.8039731773943632,0.7620859025099332,0.6296480808300964
0,00000,United States,2018,03,201803,2018-03-01,161686000.0,March,United States Labor Force Participation,Mar-18,0.8104507508809534,0.8035159734956857,0.7616525190892524,0.6288910411245561
0,00000,United States,2018,04,201804,2018-04-01,161771000.0,April,United States Labor Force Participation,Apr-18,0.8108768132105606,0.803938390141203,0.7620529276844467,0.6287936503000715
0,00000,United States,2018,05,201805,2018-05-01,161848000.0,May,United States Labor Force Participation,May-18,0.8112627755562049,0.804321049925966,0.7624156507647992,0.6286482245371988
0,00000,United States,2018,06,201806,2018-06-01,162210000.0,June,United States Labor Force Participation,Jun-18,0.8130772998305322,0.8061200478751107,0.7641209203113913,0.6295945536830174
0,00000,United States,2018,07,201807,2018-07-01,162341000.0,July,United States Labor Force Participation,Jul-18,0.8137339370679271,0.806771066469967,0.7647380206169261,0.6296118180443138
0,00000,United States,2018,08,201808,2018-08-01,161660000.0,August,United States Labor Force Participation,Aug-18,0.8103204259330735,0.8033867636982333,0.7615300411660165,0.6264288980338363
0,00000,United States,2018,09,201809,2018-09-01,162087000.0,September,United States Labor Force Participation,Sep-18,0.8124607625771005,0.8055087861410091,0.7635415055206984,0.6275388129621744
0,00000,United States,2018,10,201810,2018-10-01,162602000.0,October,United States Labor Force Participation,Oct-18,0.8150421990447211,0.8080681340520853,0.7659675105386404,0.6289872115243275
0,00000,United States,2018,11,201811,2018-11-01,162836000.0,November,United States Labor Force Participation,Nov-18,0.81621512357564,0.8092310222291569,0.7670698118477636,0.6294200411274488
0,00000,United States,2018,12,201812,2018-12-01,163206000.0,December,United States Labor Force Participation,Dec-18,0.8180697478339305,0.8110697770390564,0.7688127669091975,0.630411606563456
0,00000,United States,2019,01,201901,2019-01-01,162963000.0,January,United States Labor Force Participation,Jan-19,0.8121727490052953,0.806003713752487,0.7648620911257833,0.6310549529699232
0,00000,United States,2019,02,201902,2019-02-01,162999000.0,February,United States Labor Force Participation,Feb-19,0.8123521653081629,0.8061817672596948,0.7650310560766036,0.6308206136412893
0,00000,United States,2019,03,201903,2019-03-01,162904000.0,March,United States Labor Force Participation,Mar-19,0.8118787056200405,0.8057119038378966,0.7645851763452722,0.6300993668217703
0,00000,United States,2019,04,201904,2019-04-01,162586000.0,April,United States Labor Force Participation,Apr-19,0.8102938616113777,0.8041390978575619,0.7630926526130262,0.6284901408232925
0,00000,United States,2019,05,201905,2019-05-01,162751000.0,May,United States Labor Force Participation,May-19,0.8111161863328537,0.804955176432264,0.763867075304286,0.6287196603582618
0,00000,United States,2019,06,201906,2019-06-01,163168000.0,June,United States Labor Force Participation,Jun-19,0.8131944251744019,0.8070176295574198,0.7658242526512877,0.6299022919505708
0,00000,United States,2019,07,201907,2019-07-01,163590000.0,July,United States Labor Force Participation,Jul-19,0.8152975829469038,0.8091048123363547,0.7678048973525701,0.6310733918410647
0,00000,United States,2019,08,201908,2019-08-01,163774000.0,August,United States Labor Force Participation,Aug-19,0.8162145996060042,0.8100148635954163,0.7686684959900961,0.6312791020382991
0,00000,United States,2019,09,201909,2019-09-01,164092000.0,September,United States Labor Force Participation,Sep-19,0.8177994436146667,0.811587669575751,0.770161019722342,0.6320030195888121
0,00000,United States,2019,10,201910,2019-10-01,164416000.0,October,United States Labor Force Participation,Oct-19,0.8194141903404739,0.8131901511406203,0.7716817042797247,0.6327464449960553
0,00000,United States,2019,11,201911,2019-11-01,164496000.0,November,United States Labor Force Participation,Nov-19,0.819812893235735,0.813585825601082,0.7720571819482143,0.6326282593646643
0,00000,United States,2019,12,201912,2019-12-01,164699000.0,December,United States Labor Force Participation,Dec-19,0.8208246018324599,0.8145898495445031,0.7730099565320065,0.6330170150779649
0,00000,United States,2020,01,202001,2020-01-01,164377000.0,January,United States Labor Force Participation,Jan-20,0.8104015490284784,0.8056511255049333,0.7658577666235542,0.6334324976300761
0,00000,United States,2020,02,202002,2020-02-01,164467000.0,February,United States Labor Force Participation,Feb-20,0.8108452615880979,0.8060922371038518,0.7662770904887916,0.6334717364845086
0,00000,United States,2020,03,202003,2020-03-01,162559000.0,March,United States Labor Force Participation,Mar-20,0.8014385553241659,0.7967406712067774,0.7573874245457598,0.6258094072174871
0,00000,United States,2020,04,202004,2020-04-01,156269000.0,April,United States Labor Force Participation,Apr-20,0.7704279775463191,0.7659118716823548,0.7280813455197271,0.6012751254347893
0,00000,United States,2020,05,202005,2020-05-01,158101000.0,May,United States Labor Force Participation,May-20,0.7794599932043502,0.7748909433403424,0.7366169157543364,0.6079708668048468
0,00000,United States,2020,06,202006,2020-06-01,159994000.0,June,United States Labor Force Participation,Jun-20,0.7887927473750123,0.784168990637597,0.7454366943864953,0.6148790948640298
0,00000,United States,2020,07,202007,2020-07-01,160132000.0,July,United States Labor Force Participation,Jul-20,0.7894731066330953,0.784845361755939,0.746079657646526,0.6150100048776179
0,00000,United States,2020,08,202008,2020-08-01,160706000.0,August,United States Labor Force Participation,Aug-20,0.792303006735557,0.7876586735090421,0.7487540120759286,0.6167763031647464
0,00000,United States,2020,09,202009,2020-09-01,160174000.0,September,United States Labor Force Participation,Sep-20,0.7896801724942512,0.7850512138354342,0.74627534211697,0.6143007263885373
0,00000,United States,2020,10,202010,2020-10-01,161003000.0,October,United States Labor Force Participation,Oct-20,0.7937672581823012,0.7891143417854735,0.7501377808312117,0.6170470441697806
0,00000,United States,2020,11,202011,2020-11-01,160629000.0,November,United States Labor Force Participation,Nov-20,0.7919233859901049,0.7872812780299673,0.7483952572134477,0.6152364172587471
0,00000,United States,2020,12,202012,2020-12-01,160745000.0,December,United States Labor Force Participation,Dec-20,0.7924952821780588,0.7878498218685734,0.7489357190841981,0.6153389733185315
0,00000,United States,2021,01,202101,2021-01-01,160088000.0,January,United States Labor Force Participation,Jan-21,0.7892561804928369,0.7846297071964675,0.7458746548679654,0.61371434267072
0,00000,United States,2021,02,202102,2021-02-01,160184000.0,February,United States Labor Force Participation,Feb-21,0.7897294738897643,0.7851002262353141,0.746321933657552,0.6139246813175021
0,00000,United States,2021,03,202103,2021-03-01,160400000.0,March,United States Labor Force Participation,Mar-21,0.790794384032851,0.7861588940727188,0.7473283109341217,0.6145523231533737
0,00000,United States,2021,04,202104,2021-04-01,160843000.0,April,United States Labor Force Participation,Apr-21,0.7929784358540888,0.7883301433873959,0.7493923161819009,0.6160136038268423
0,00000,United States,2021,05,202105,2021-05-01,160800000.0,May,United States Labor Force Participation,May-21,0.7927664398533818,0.7881193900679127,0.7491919725573987,0.6155966463764787
0,00000,United States,2021,06,202106,2021-06-01,161197000.0,June,United States Labor Force Participation,Jun-21,0.7947237052552587,0.7900651823431425,0.7510416567185012,0.6168142405620308
0,00000,United States,2021,07,202107,2021-07-01,161504000.0,July,United States Labor Force Participation,Jul-21,0.796237258097516,0.7915698630194538,0.7524720170143664,0.6176793424841951
0,00000,United States,2021,08,202108,2021-08-01,161527000.0,August,United States Labor Force Participation,Aug-21,0.7963506513071965,0.7916825915391773,0.7525791775577049,0.6174319887160709
0,00000,United States,2021,09,202109,2021-09-01,161495000.0,September,United States Labor Force Participation,Sep-21,0.796192886841554,0.7915257518595619,0.7524300846278427,0.6169441409503144
0,00000,United States,2021,10,202110,2021-10-01,161754000.0,October,United States Labor Force Participation,Oct-21,0.7974697929853478,0.7927951730164499,0.7536368055289145,0.6175985460543396
0,00000,United States,2021,11,202111,2021-11-01,162281000.0,November,United States Labor Force Participation,Nov-21,0.8000679765288969,0.7953781264901177,0.7560921797175822,0.6193245785771805
0,00000,United States,2021,12,202112,2021-12-01,162497000.0,December,United States Labor Force Participation,Dec-21,0.8011328866719836,0.7964367943275223,0.7570985569941519,0.6198957792901394
0,00000,United States,2022,01,202201,2022-01-01,163627000.0,January,United States Labor Force Participation,Jan-22,0.802324958500646,0.7975566566809,0.7577151214957187,0.6216784066990373
0,00000,United States,2022,02,202202,2022-02-01,163899000.0,February,United States Labor Force Participation,Feb-22,0.8036586771944569,0.7988824489438957,0.758974684483776,0.6224233263963785
0,00000,United States,2022,03,202203,2022-03-01,164220000.0,March,United States Labor Force Participation,Mar-22,0.8052326613882556,0.8004470787836812,0.7604611540395346,0.6233582848726864
0,00000,United States,2022,04,202204,2022-04-01,163893000.0,April,United States Labor Force Participation,Apr-22,0.8036292569291521,0.7988532035263297,0.7589469000060982,0.6218455829624486
0,00000,United States,2022,05,202205,2022-05-01,164362000.0,May,United States Labor Force Participation,May-22,0.8059289410004657,0.8011392203327451,0.7611187200112409,0.6233412596376655
0,00000,United States,2022,06,202206,2022-06-01,164046000.0,June,United States Labor Force Participation,Jun-22,0.8043794736944208,0.7995989616742648,0.7596554041868804,0.6217749729944853
0,00000,United States,2022,07,202207,2022-07-01,164026000.0,July,United States Labor Force Participation,Jul-22,0.8042814061434053,0.7995014769490444,0.759562789261288,0.6212823659530627
0,00000,United States,2022,08,202208,2022-08-01,164654000.0,August,United States Labor Force Participation,Aug-22,0.807360727245292,0.8025624973209612,0.7624708979248906,0.6232550040880599
0,00000,United States,2022,09,202209,2022-09-01,164602000.0,September,United States Labor Force Participation,Sep-22,0.8071057516126516,0.8023090370353884,0.7622300991183503,0.6226527863941049
0,00000,United States,2022,10,202210,2022-10-01,164648000.0,October,United States Labor Force Participation,Oct-22,0.8073313069799872,0.802533251903395,0.7624431134472128,0.6224053527888559
0,00000,United States,2022,11,202211,2022-11-01,164450000.0,November,United States Labor Force Participation,Nov-22,0.8063604382249338,0.8015681531237143,0.7615262256838478,0.6212505855508712
0,00000,United States,2022,12,202212,2022-12-01,165025000.0,December,United States Labor Force Participation,Dec-22,0.8091798803166295,0.8043708389737972,0.7641889047946304,0.6231026566582593
0,00000,United States,2023,01,202301,2023-01-01,165964000.0,January,United States Labor Force Participation,Jan-23,0.8109873181154864,0.8054398287377482,0.7664204109851054,0.6240139568810582
0,00000,United States,2023,02,202302,2023-02-01,166358000.0,February,United States Labor Force Participation,Feb-23,0.8129126091625659,0.8073519499961095,0.7682398998015242,0.625142797017797
0,00000,United States,2023,03,202303,2023-03-01,166651000.0,March,United States Labor Force Participation,Mar-23,0.814344361134125,0.8087739081907791,0.7695929714340387,0.6258675339502464
0,00000,United States,2023,04,202304,2023-04-01,166725000.0,April,United States Labor Force Participation,Apr-23,0.8147059640211399,0.8091330375641769,0.7699347028361073,0.6257435924381575
0,00000,United States,2023,05,202305,2023-05-01,166886000.0,May,United States Labor Force Participation,May-23,0.8154926946266725,0.8099143866062991,0.7706781995352022,0.6259367334538554
0,00000,United States,2023,06,202306,2023-06-01,166937000.0,June,United States Labor Force Participation,Jun-23,0.8157419074271828,0.8101618946879652,0.7709137171231143,0.6256985543532445
0,00000,United States,2023,07,202307,2023-07-01,167103000.0,July,United States Labor Force Participation,Jul-23,0.8165530706602163,0.81096750922829,0.7716803037818085,0.625849244574947
0,00000,United States,2023,08,202308,2023-08-01,167759000.0,August,United States Labor Force Participation,Aug-23,0.8197586313883485,0.8141511425924651,0.7747097064812266,0.6278100242128939
0,00000,United States,2023,09,202309,2023-09-01,167767000.0,September,United States Labor Force Participation,Sep-23,0.8197977235923501,0.8141899673895892,0.7747466504165854,0.6273352079812137
0,00000,United States,2023,10,202310,2023-10-01,167690000.0,October,United States Labor Force Participation,Oct-23,0.8194214611288345,0.8138162787172699,0.7743910650387573,0.6265459083402456
