sector_id,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,year,own,disc,naics,naics_title,repunits,empl,wages
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2019,0,0,3332,Industrial Machinery Manufacturing,724.0,19389.33,1315798846.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3111,Animal Food Manufacturing,2436.0,64743.74,4404619821.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3112,Grain and Oilseed Milling,1076.0,62166.81,4836857972.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3113,Sugar and Confectionery Product Manufacturing,2184.0,72035.15,4077077781.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,2426.0,169940.31,9622500585.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3115,Dairy Product Manufacturing,2324.0,151836.66,9619434648.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3116,Animal Slaughtering and Processing,4111.0,529336.57,25071912530.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,1,3117,Seafood Product Preparation and Packaging,810.0,32297.58,1723940732.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3118,Bakeries and Tortilla Manufacturing,13650.0,290718.15,12690220590.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3119,Other Food Manufacturing,6190.0,227761.06,13129239723.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3121,Beverage Manufacturing,13474.0,262954.32,14466084818.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3251,Basic Chemical Manufacturing,946.0,39720.83,4013360889.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",1394.0,36827.57,3346802026.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",1469.0,57899.41,3773247830.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2020,0,0,3332,Industrial Machinery Manufacturing,761.0,18614.91,1314463539.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3111,Animal Food Manufacturing,2517.0,68037.08,4680034261.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3112,Grain and Oilseed Milling,1128.0,61913.97,4968378914.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3113,Sugar and Confectionery Product Manufacturing,2199.0,76319.16,4361813947.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,2528.0,174885.98,10186496618.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3115,Dairy Product Manufacturing,2392.0,154642.16,10125246280.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3116,Animal Slaughtering and Processing,4221.0,519450.41,26107145724.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,1,3117,Seafood Product Preparation and Packaging,833.0,32791.33,1869007247.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3118,Bakeries and Tortilla Manufacturing,14187.0,304600.55,13781857854.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3119,Other Food Manufacturing,6669.0,235639.89,14102378718.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3121,Beverage Manufacturing,14363.0,290640.98,16120400428.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3251,Basic Chemical Manufacturing,997.0,39837.25,4178541349.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",1428.0,37635.82,3495151172.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",1507.0,61239.75,4243520224.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2021,0,0,3332,Industrial Machinery Manufacturing,808.0,19115.5,1410860784.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3111,Animal Food Manufacturing,2677.0,71382.24,5112225617.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3112,Grain and Oilseed Milling,1192.0,63163.64,5435149309.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3113,Sugar and Confectionery Product Manufacturing,2244.0,79144.82,4737003551.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,2654.0,177396.65,10715471406.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3115,Dairy Product Manufacturing,2540.0,159999.98,10813432518.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3116,Animal Slaughtering and Processing,4397.0,530470.31,28452038209.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,1,3117,Seafood Product Preparation and Packaging,850.0,32442.83,1991624804.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3118,Bakeries and Tortilla Manufacturing,14912.0,326468.32,15224741009.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3119,Other Food Manufacturing,7363.0,250685.89,15347909792.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3121,Beverage Manufacturing,15320.0,312676.15,17692596130.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3251,Basic Chemical Manufacturing,1063.0,41764.5,4497952222.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",1484.0,37453.73,3795730465.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",1563.0,66642.58,4836867893.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2022,0,0,3332,Industrial Machinery Manufacturing,853.0,20368.08,1584091230.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3111,Animal Food Manufacturing,2805.0,73259.91,5457155170.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3112,Grain and Oilseed Milling,1214.0,64885.14,5825017068.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3113,Sugar and Confectionery Product Manufacturing,2305.0,81305.4,5149342239.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,2777.0,175566.07,10886577539.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3115,Dairy Product Manufacturing,2636.0,164864.73,11545539008.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3116,Animal Slaughtering and Processing,4561.0,545882.24,28951544768.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,1,3117,Seafood Product Preparation and Packaging,848.0,33422.5,2139600640.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3118,Bakeries and Tortilla Manufacturing,15546.0,336231.32,16218312857.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3119,Other Food Manufacturing,8036.0,258919.88,16706247575.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3121,Beverage Manufacturing,16055.0,324909.57,18715218715.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3251,Basic Chemical Manufacturing,1145.0,42178.0,4705855537.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",1523.0,37930.49,3822644843.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",1629.0,68760.91,5252141023.0
1,Manufacturing,1,Agbiosciences Manufacturing,0 ,000,00000,United States,2023,0,0,3332,Industrial Machinery Manufacturing,909.0,20985.16,1652823210.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3111,Animal Food Manufacturing,88.0,1386.66,78450878.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3112,Grain and Oilseed Milling,28.0,1327.75,118061567.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3113,Sugar and Confectionery Product Manufacturing,50.0,1220.0,61822397.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,38.0,2107.0,107866513.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3115,Dairy Product Manufacturing,34.0,2770.41,159015472.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3116,Animal Slaughtering and Processing,94.0,11168.24,485613119.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,1,3117,Seafood Product Preparation and Packaging,1.0,0.0,0.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3118,Bakeries and Tortilla Manufacturing,202.0,7458.57,309384992.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3119,Other Food Manufacturing,80.0,5742.82,280860870.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3121,Beverage Manufacturing,223.0,6309.89,263840530.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3251,Basic Chemical Manufacturing,15.0,1230.08,69460628.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",32.0,280.41,15809648.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",40.0,1267.33,69888719.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2019,0,0,3332,Industrial Machinery Manufacturing,13.0,539.08,44815708.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3111,Animal Food Manufacturing,91.0,2029.16,114245054.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3112,Grain and Oilseed Milling,30.0,2006.25,164383205.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3113,Sugar and Confectionery Product Manufacturing,50.0,1194.5,66800347.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,37.0,2081.25,113638591.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3115,Dairy Product Manufacturing,35.0,3143.32,194037324.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3116,Animal Slaughtering and Processing,101.0,11465.4,552331334.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3118,Bakeries and Tortilla Manufacturing,202.0,7189.74,331036192.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3119,Other Food Manufacturing,89.0,5998.08,311337924.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3121,Beverage Manufacturing,228.0,4601.82,224586425.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3251,Basic Chemical Manufacturing,14.0,1149.83,72383344.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",41.0,269.41,15820968.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",40.0,1155.16,68476838.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2020,0,0,3332,Industrial Machinery Manufacturing,12.0,538.0,44800240.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3111,Animal Food Manufacturing,90.0,2101.08,125725029.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3112,Grain and Oilseed Milling,33.0,1987.33,166448748.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3113,Sugar and Confectionery Product Manufacturing,52.0,1414.25,79894491.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,37.0,1292.66,74084461.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3115,Dairy Product Manufacturing,34.0,3078.49,188840462.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3116,Animal Slaughtering and Processing,100.0,11060.73,550534070.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3118,Bakeries and Tortilla Manufacturing,211.0,7578.73,359593285.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3119,Other Food Manufacturing,96.0,6975.73,385062732.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3121,Beverage Manufacturing,236.0,5157.49,231352857.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3251,Basic Chemical Manufacturing,15.0,1162.41,77141145.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",41.0,277.91,17633907.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",45.0,1205.5,78116423.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2021,0,0,3332,Industrial Machinery Manufacturing,12.0,558.25,46522857.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3111,Animal Food Manufacturing,93.0,2214.57,141211840.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3112,Grain and Oilseed Milling,32.0,2044.75,179640786.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3113,Sugar and Confectionery Product Manufacturing,49.0,1605.33,88389879.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,40.0,1304.5,80373754.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3115,Dairy Product Manufacturing,37.0,3061.07,193484248.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3116,Animal Slaughtering and Processing,103.0,10948.4,583120267.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3118,Bakeries and Tortilla Manufacturing,228.0,8353.15,402352868.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3119,Other Food Manufacturing,99.0,7709.81,432530759.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3121,Beverage Manufacturing,250.0,5684.32,296578580.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3251,Basic Chemical Manufacturing,16.0,1189.91,81875922.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",42.0,316.74,22515460.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",43.0,1201.16,82436080.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2022,0,0,3332,Industrial Machinery Manufacturing,12.0,571.91,50802463.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3111,Animal Food Manufacturing,93.0,2205.49,146659818.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3112,Grain and Oilseed Milling,36.0,3171.91,290142279.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3113,Sugar and Confectionery Product Manufacturing,48.0,1712.33,106873459.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,39.0,1324.25,84407314.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3115,Dairy Product Manufacturing,36.0,2799.0,189551931.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3116,Animal Slaughtering and Processing,108.0,11451.4,607898356.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3118,Bakeries and Tortilla Manufacturing,243.0,8409.81,407959894.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3119,Other Food Manufacturing,100.0,7645.39,453528908.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3121,Beverage Manufacturing,248.0,6511.66,318013345.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3251,Basic Chemical Manufacturing,16.0,1222.16,87643541.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",39.0,354.41,25787185.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",43.0,1226.08,93704516.0
1,Manufacturing,1,Agbiosciences Manufacturing,18,000,00000,Indiana,2023,0,0,3332,Industrial Machinery Manufacturing,10.0,595.0,55825143.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2019,0,1,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",1041.0,133873.08,15342386389.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2019,0,0,3364,Aerospace Product and Parts Manufacturing,3384.0,535450.98,56064835385.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2020,0,1,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",1074.0,134740.41,16364426124.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2020,0,0,3364,Aerospace Product and Parts Manufacturing,3510.0,510679.98,53963952728.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2021,0,1,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",1035.0,132403.58,15902690576.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2021,0,0,3364,Aerospace Product and Parts Manufacturing,3700.0,481497.56,52155821063.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2022,0,1,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",1143.0,128882.58,16285686131.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2022,0,0,3364,Aerospace Product and Parts Manufacturing,3968.0,502084.9,57020195436.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2023,0,1,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",1268.0,127408.66,16354712649.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,0 ,000,00000,United States,2023,0,0,3364,Aerospace Product and Parts Manufacturing,4263.0,539373.48,64340742089.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2019,0,0,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",10.0,1637.0,133767301.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2019,0,0,3364,Aerospace Product and Parts Manufacturing,49.0,6225.58,597086914.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2020,0,0,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",13.0,1715.41,155100318.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2020,0,0,3364,Aerospace Product and Parts Manufacturing,54.0,6007.99,569111563.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2021,0,0,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",12.0,1824.25,155958274.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2021,0,0,3364,Aerospace Product and Parts Manufacturing,59.0,5360.33,508529202.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2022,0,0,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",10.0,1855.91,172013382.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2022,0,0,3364,Aerospace Product and Parts Manufacturing,61.0,5210.49,546679087.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2023,0,0,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",12.0,1799.75,170942976.0
1,Manufacturing,2,Aircraft/Aerospace Manufacturing,18,000,00000,Indiana,2023,0,0,3364,Aerospace Product and Parts Manufacturing,62.0,5570.91,603417736.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2019,0,0,3272,Glass and Glass Product Manufacturing,1189.0,47508.41,2586851196.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2019,0,0,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",323.0,48594.16,4317655358.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2019,0,0,3361,Motor Vehicle Manufacturing,177.0,36228.5,2361679887.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2019,0,0,3362,Motor Vehicle Body and Trailer Manufacturing,2229.0,161930.74,8510235424.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2019,0,0,3363,Motor Vehicle Parts Manufacturing,5715.0,595664.65,36405441089.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2020,0,0,3272,Glass and Glass Product Manufacturing,1184.0,43532.25,2433805615.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2020,0,0,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333.0,43856.41,3855951432.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2020,0,0,3361,Motor Vehicle Manufacturing,187.0,32104.33,2170094716.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2020,0,0,3362,Motor Vehicle Body and Trailer Manufacturing,2265.0,146369.65,7950111609.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2020,0,0,3363,Motor Vehicle Parts Manufacturing,5766.0,516962.56,32143406277.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2021,0,0,3272,Glass and Glass Product Manufacturing,1175.0,43636.66,2559919713.0
1,Manufacturing,3,Automotive/Motor Vehicle Manufacturing,0 ,000,00000,United States,2021,0,0,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",351.0,44876.75,4010537601.0
